,promo_id,promo_name,promo_type,discount_value,start_date,end_date,applicable_category,promo_channel,stackable_flag,min_order_value
479,PROMO-0022-0480,Mid-Year Sale 2017,percentage,18.0,2017-06-23,2017-07-22,all_category,online,0,150000
480,PROMO-0029-0481,Fall Launch 2018,percentage,10.0,2018-08-30,2018-10-01,all_category,email,0,0
481,PROMO-0003-0482,Fall Launch 2013,percentage,10.0,2013-08-30,2013-10-02,all_category,email,0,0
482,PROMO-0012-0483,Mid-Year Sale 2015,percentage,18.0,2015-06-23,2015-07-22,all_category,social_media,0,0
483,PROMO-0026-0484,Rural Special 2017,percentage,15.0,2017-01-30,2017-03-01,Outdoor,in_store,0,0
484,PROMO-0016-0485,Rural Special 2015,percentage,15.0,2015-01-30,2015-03-01,Outdoor,in_store,0,0
485,PROMO-0037-0486,Spring Sale 2020,percentage,12.0,2020-03-18,2020-04-17,all_category,online,0,0
486,PROMO-0022-0487,Mid-Year Sale 2017,percentage,18.0,2017-06-23,2017-07-22,all_category,online,0,150000
487,PROMO-0029-0488,Fall Launch 2018,percentage,10.0,2018-08-30,2018-10-01,all_category,email,0,0
488,PROMO-0014-0489,Year-End Sale 2015,percentage,20.0,2015-11-18,2016-01-02,all_category,all_channels,1,150000
489,PROMO-0028-0490,Mid-Year Sale 2018,percentage,18.0,2018-06-23,2018-07-22,all_category,social_media,0,150000
490,PROMO-0005-0491,Urban Blowout 2013,fixed,50.0,2013-07-30,2013-09-02,Streetwear,online,0,150000
491,PROMO-0047-0492,Spring Sale 2022,percentage,12.0,2022-03-18,2022-04-17,all_category,all_channels,1,0
492,PROMO-0049-0493,Fall Launch 2022,percentage,10.0,2022-08-31,2022-10-01,all_category,all_channels,0,0
493,PROMO-0030-0494,Year-End Sale 2018,percentage,20.0,2018-11-18,2019-01-02,all_category,all_channels,0,0
494,PROMO-0046-0495,Rural Special 2021,percentage,15.0,2021-01-30,2021-03-01,Outdoor,in_store,0,0
495,PROMO-0005-0496,Urban Blowout 2013,fixed,50.0,2013-07-30,2013-09-02,Streetwear,online,0,150000
496,PROMO-0012-0497,Mid-Year Sale 2015,percentage,18.0,2015-06-23,2015-07-22,all_category,social_media,0,0
497,PROMO-0016-0498,Rural Special 2015,percentage,15.0,2015-01-30,2015-03-01,Outdoor,in_store,0,0
498,PROMO-0026-0499,Rural Special 2017,percentage,15.0,2017-01-30,2017-03-01,Outdoor,in_store,0,0
499,PROMO-0026-0500,Rural Special 2017,percentage,15.0,2017-01-30,2017-03-01,Outdoor,in_store,0,0
500,PROMO-0048-0501,Mid-Year Sale 2022,percentage,18.0,2022-06-23,2022-07-22,all_category,online,0,0
501,PROMO-0021-0502,Spring Sale 2017,percentage,12.0,2017-03-18,2017-04-17,all_category,all_channels,0,0
502,PROMO-0039-0503,Fall Launch 2020,percentage,10.0,2020-08-30,2020-10-01,all_category,all_channels,0,150000
503,PROMO-0036-0504,Rural Special 2019,percentage,15.0,2019-01-30,2019-03-01,Outdoor,in_store,1,150000
504,PROMO-0033-0505,Fall Launch 2019,percentage,10.0,2019-08-30,2019-10-01,all_category,email,0,50000
505,PROMO-0030-0506,Year-End Sale 2018,percentage,20.0,2018-11-18,2019-01-02,all_category,all_channels,0,0
506,PROMO-0037-0507,Spring Sale 2020,percentage,12.0,2020-03-18,2020-04-17,all_category,online,0,0
507,PROMO-0023-0508,Fall Launch 2017,percentage,10.0,2017-08-30,2017-10-02,all_category,all_channels,1,0
508,PROMO-0010-0509,Year-End Sale 2014,percentage,20.0,2014-11-19,2015-01-02,all_category,all_channels,0,100000
509,PROMO-0005-0510,Urban Blowout 2013,fixed,50.0,2013-07-30,2013-09-02,Streetwear,online,0,150000
510,PROMO-0036-0511,Rural Special 2019,percentage,15.0,2019-01-30,2019-03-01,Outdoor,in_store,1,150000
511,PROMO-0034-0512,Year-End Sale 2019,percentage,20.0,2019-11-18,2020-01-02,all_category,all_channels,0,50000
512,PROMO-0031-0513,Spring Sale 2019,percentage,12.0,2019-03-18,2019-04-17,all_category,online,1,150000
513,PROMO-0010-0514,Year-End Sale 2014,percentage,20.0,2014-11-19,2015-01-02,all_category,all_channels,0,100000
514,PROMO-0019-0515,Fall Launch 2016,percentage,30.0,2016-08-30,2016-10-01,all_category,online,0,0
515,PROMO-0032-0516,Mid-Year Sale 2019,percentage,18.0,2019-06-23,2019-07-22,all_category,social_media,0,0
516,PROMO-0001-0517,Spring Sale 2013,percentage,12.0,2013-03-18,2013-04-17,all_category,email,1,0
517,PROMO-0005-0518,Urban Blowout 2013,fixed,50.0,2013-07-30,2013-09-02,Streetwear,online,0,150000
518,PROMO-0045-0519,Urban Blowout 2021,fixed,50.0,2021-07-30,2021-09-02,Streetwear,online,0,200000
519,PROMO-0004-0520,Year-End Sale 2013,percentage,20.0,2013-11-18,2014-01-02,all_category,all_channels,0,50000
520,PROMO-0016-0521,Rural Special 2015,percentage,15.0,2015-01-30,2015-03-01,Outdoor,in_store,0,0
521,PROMO-0024-0522,Year-End Sale 2017,percentage,20.0,2017-11-18,2018-01-02,all_category,all_channels,0,0
522,PROMO-0016-0523,Rural Special 2015,percentage,15.0,2015-01-30,2015-03-01,Outdoor,in_store,0,0
523,PROMO-0002-0524,Mid-Year Sale 2013,percentage,18.0,2013-06-23,2013-07-22,all_category,online,0,0
524,PROMO-0049-0525,Fall Launch 2022,percentage,10.0,2022-08-31,2022-10-01,all_category,all_channels,0,0
525,PROMO-0028-0526,Mid-Year Sale 2018,percentage,18.0,2018-06-23,2018-07-22,all_category,social_media,0,150000
526,PROMO-0032-0527,Mid-Year Sale 2019,percentage,18.0,2019-06-23,2019-07-22,all_category,social_media,0,0
527,PROMO-0027-0528,Spring Sale 2018,percentage,12.0,2018-03-18,2018-04-17,all_category,all_channels,0,100000
528,PROMO-0020-0529,Year-End Sale 2016,percentage,20.0,2016-11-18,2017-01-02,all_category,all_channels,0,0
529,PROMO-0024-0530,Year-End Sale 2017,percentage,20.0,2017-11-18,2018-01-02,all_category,all_channels,0,0
530,PROMO-0012-0531,Mid-Year Sale 2015,percentage,18.0,2015-06-23,2015-07-22,all_category,social_media,0,0
531,PROMO-0050-0532,Year-End Sale 2022,percentage,20.0,2022-11-18,2022-12-31,all_category,all_channels,0,50000
532,PROMO-0035-0533,Urban Blowout 2019,fixed,50.0,2019-07-30,2019-09-02,Streetwear,online,0,100000
533,PROMO-0033-0534,Fall Launch 2019,percentage,10.0,2019-08-30,2019-10-01,all_category,email,0,50000
534,PROMO-0033-0535,Fall Launch 2019,percentage,10.0,2019-08-30,2019-10-01,all_category,email,0,50000
535,PROMO-0043-0536,Fall Launch 2021,percentage,10.0,2021-08-30,2021-10-02,all_category,email,0,0
536,PROMO-0037-0537,Spring Sale 2020,percentage,12.0,2020-03-18,2020-04-17,all_category,online,0,0
537,PROMO-0012-0538,Mid-Year Sale 2015,percentage,18.0,2015-06-23,2015-07-22,all_category,social_media,0,0
538,PROMO-0003-0539,Fall Launch 2013,percentage,10.0,2013-08-30,2013-10-02,all_category,email,0,0
539,PROMO-0001-0540,Spring Sale 2013,percentage,12.0,2013-03-18,2013-04-17,all_category,email,1,0
540,PROMO-0033-0541,Fall Launch 2019,percentage,10.0,2019-08-30,2019-10-01,all_category,email,0,50000
541,PROMO-0040-0542,Year-End Sale 2020,percentage,20.0,2020-11-18,2021-01-01,all_category,all_channels,0,0
542,PROMO-0010-0543,Year-End Sale 2014,percentage,20.0,2014-11-19,2015-01-02,all_category,all_channels,0,100000
543,PROMO-0043-0544,Fall Launch 2021,percentage,10.0,2021-08-30,2021-10-02,all_category,email,0,0
544,PROMO-0044-0545,Year-End Sale 2021,percentage,20.0,2021-11-18,2022-01-02,all_category,all_channels,1,0
545,PROMO-0029-0546,Fall Launch 2018,percentage,10.0,2018-08-30,2018-10-01,all_category,email,0,0
546,PROMO-0013-0547,Fall Launch 2015,percentage,10.0,2015-08-30,2015-10-01,all_category,email,1,0
547,PROMO-0012-0548,Mid-Year Sale 2015,percentage,18.0,2015-06-23,2015-07-22,all_category,social_media,0,0
548,PROMO-0031-0549,Spring Sale 2019,percentage,12.0,2019-03-18,2019-04-17,all_category,online,1,150000
549,PROMO-0046-0550,Rural Special 2021,percentage,15.0,2021-01-30,2021-03-01,Outdoor,in_store,0,0
550,PROMO-0002-0551,Mid-Year Sale 2013,percentage,18.0,2013-06-23,2013-07-22,all_category,online,0,0
551,PROMO-0050-0552,Year-End Sale 2022,percentage,20.0,2022-11-18,2022-12-31,all_category,all_channels,0,50000
552,PROMO-0035-0553,Urban Blowout 2019,fixed,50.0,2019-07-30,2019-09-02,Streetwear,online,0,100000
553,PROMO-0023-0554,Fall Launch 2017,percentage,10.0,2017-08-30,2017-10-02,all_category,all_channels,1,0
554,PROMO-0017-0555,Spring Sale 2016,percentage,12.0,2016-03-18,2016-04-17,all_category,all_channels,0,0
555,PROMO-0026-0556,Rural Special 2017,percentage,15.0,2017-01-30,2017-03-01,Outdoor,in_store,0,0
556,PROMO-0008-0557,Mid-Year Sale 2014,percentage,18.0,2014-06-23,2014-07-22,all_category,social_media,0,0
557,PROMO-0029-0558,Fall Launch 2018,percentage,10.0,2018-08-30,2018-10-01,all_category,email,0,0
558,PROMO-0026-0559,Rural Special 2017,percentage,15.0,2017-01-30,2017-03-01,Outdoor,in_store,0,0
559,PROMO-0010-0560,Year-End Sale 2014,percentage,20.0,2014-11-19,2015-01-02,all_category,all_channels,0,100000
560,PROMO-0026-0561,Rural Special 2017,percentage,15.0,2017-01-30,2017-03-01,Outdoor,in_store,0,0
561,PROMO-0034-0562,Year-End Sale 2019,percentage,20.0,2019-11-18,2020-01-02,all_category,all_channels,0,50000
562,PROMO-0041-0563,Spring Sale 2021,percentage,12.0,2021-03-18,2021-04-17,all_category,online,1,0
563,PROMO-0007-0564,Spring Sale 2014,percentage,12.0,2014-03-18,2014-04-17,all_category,email,1,0
564,PROMO-0004-0565,Year-End Sale 2013,percentage,20.0,2013-11-18,2014-01-02,all_category,all_channels,0,50000
565,PROMO-0050-0566,Year-End Sale 2022,percentage,20.0,2022-11-18,2022-12-31,all_category,all_channels,0,50000
566,PROMO-0045-0567,Urban Blowout 2021,fixed,50.0,2021-07-30,2021-09-02,Streetwear,online,0,200000
567,PROMO-0011-0568,Spring Sale 2015,percentage,12.0,2015-03-18,2015-04-17,all_category,all_channels,1,100000
568,PROMO-0029-0569,Fall Launch 2018,percentage,10.0,2018-08-30,2018-10-01,all_category,email,0,0
569,PROMO-0036-0570,Rural Special 2019,percentage,15.0,2019-01-30,2019-03-01,Outdoor,in_store,1,150000
570,PROMO-0025-0571,Urban Blowout 2017,fixed,50.0,2017-07-30,2017-09-02,Streetwear,online,0,150000
571,PROMO-0021-0572,Spring Sale 2017,percentage,12.0,2017-03-18,2017-04-17,all_category,all_channels,0,0
572,PROMO-0036-0573,Rural Special 2019,percentage,15.0,2019-01-30,2019-03-01,Outdoor,in_store,1,150000
573,PROMO-0010-0574,Year-End Sale 2014,percentage,20.0,2014-11-19,2015-01-02,all_category,all_channels,0,100000
574,PROMO-0037-0575,Spring Sale 2020,percentage,12.0,2020-03-18,2020-04-17,all_category,online,0,0
575,PROMO-0009-0576,Fall Launch 2014,percentage,10.0,2014-08-30,2014-10-01,all_category,all_channels,0,100000
576,PROMO-0024-0577,Year-End Sale 2017,percentage,20.0,2017-11-18,2018-01-02,all_category,all_channels,0,0
577,PROMO-0035-0578,Urban Blowout 2019,fixed,50.0,2019-07-30,2019-09-02,Streetwear,online,0,100000
578,PROMO-0049-0579,Fall Launch 2022,percentage,10.0,2022-08-31,2022-10-01,all_category,all_channels,0,0
579,PROMO-0035-0580,Urban Blowout 2019,fixed,50.0,2019-07-30,2019-09-02,Streetwear,online,0,100000
580,PROMO-0048-0581,Mid-Year Sale 2022,percentage,18.0,2022-06-23,2022-07-22,all_category,online,0,0
581,PROMO-0036-0582,Rural Special 2019,percentage,15.0,2019-01-30,2019-03-01,Outdoor,in_store,1,150000
582,PROMO-0018-0583,Mid-Year Sale 2016,percentage,18.0,2016-06-23,2016-07-22,all_category,online,0,0
583,PROMO-0049-0584,Fall Launch 2022,percentage,10.0,2022-08-31,2022-10-01,all_category,all_channels,0,0
584,PROMO-0039-0585,Fall Launch 2020,percentage,10.0,2020-08-30,2020-10-01,all_category,all_channels,0,150000
585,PROMO-0032-0586,Mid-Year Sale 2019,percentage,18.0,2019-06-23,2019-07-22,all_category,social_media,0,0
586,PROMO-0024-0587,Year-End Sale 2017,percentage,20.0,2017-11-18,2018-01-02,all_category,all_channels,0,0
587,PROMO-0023-0588,Fall Launch 2017,percentage,10.0,2017-08-30,2017-10-02,all_category,all_channels,1,0
588,PROMO-0032-0589,Mid-Year Sale 2019,percentage,18.0,2019-06-23,2019-07-22,all_category,social_media,0,0
589,PROMO-0037-0590,Spring Sale 2020,percentage,12.0,2020-03-18,2020-04-17,all_category,online,0,0
590,PROMO-0012-0591,Mid-Year Sale 2015,percentage,18.0,2015-06-23,2015-07-22,all_category,social_media,0,0
591,PROMO-0049-0592,Fall Launch 2022,percentage,10.0,2022-08-31,2022-10-01,all_category,all_channels,0,0
592,PROMO-0013-0593,Fall Launch 2015,percentage,10.0,2015-08-30,2015-10-01,all_category,email,1,0
593,PROMO-0023-0594,Fall Launch 2017,percentage,10.0,2017-08-30,2017-10-02,all_category,all_channels,1,0
594,PROMO-0025-0595,Urban Blowout 2017,fixed,50.0,2017-07-30,2017-09-02,Streetwear,online,0,150000
595,PROMO-0035-0596,Urban Blowout 2019,fixed,50.0,2019-07-30,2019-09-02,Streetwear,online,0,100000
596,PROMO-0041-0597,Spring Sale 2021,percentage,12.0,2021-03-18,2021-04-17,all_category,online,1,0
597,PROMO-0030-0598,Year-End Sale 2018,percentage,20.0,2018-11-18,2019-01-02,all_category,all_channels,0,0
598,PROMO-0017-0599,Spring Sale 2016,percentage,12.0,2016-03-18,2016-04-17,all_category,all_channels,0,0
599,PROMO-0049-0600,Fall Launch 2022,percentage,10.0,2022-08-31,2022-10-01,all_category,all_channels,0,0
600,PROMO-0020-0601,Year-End Sale 2016,percentage,20.0,2016-11-18,2017-01-02,all_category,all_channels,0,0
601,PROMO-0048-0602,Mid-Year Sale 2022,percentage,18.0,2022-06-23,2022-07-22,all_category,online,0,0
602,PROMO-0025-0603,Urban Blowout 2017,fixed,50.0,2017-07-30,2017-09-02,Streetwear,online,0,150000
603,PROMO-0022-0604,Mid-Year Sale 2017,percentage,18.0,2017-06-23,2017-07-22,all_category,online,0,150000
604,PROMO-0013-0605,Fall Launch 2015,percentage,10.0,2015-08-30,2015-10-01,all_category,email,1,0
605,PROMO-0019-0606,Fall Launch 2016,percentage,10.0,2016-08-30,2016-10-01,all_category,online,0,0
606,PROMO-0049-0607,Fall Launch 2022,percentage,10.0,2022-08-31,2022-10-01,all_category,all_channels,0,0
607,PROMO-0036-0608,Rural Special 2019,percentage,15.0,2019-01-30,2019-03-01,Outdoor,in_store,1,150000
608,PROMO-0012-0609,Mid-Year Sale 2015,percentage,18.0,2015-06-23,2015-07-22,all_category,social_media,0,0
609,PROMO-0041-0610,Spring Sale 2021,percentage,12.0,2021-03-18,2021-04-17,all_category,online,1,0
610,PROMO-0019-0611,Fall Launch 2016,percentage,10.0,2016-08-30,2016-10-01,all_category,online,0,0
611,PROMO-0012-0612,Mid-Year Sale 2015,percentage,18.0,2015-06-23,2015-07-22,all_category,social_media,0,0
612,PROMO-0009-0613,Fall Launch 2014,percentage,10.0,2014-08-30,2014-10-01,all_category,all_channels,0,100000
613,PROMO-0007-0614,Spring Sale 2014,percentage,12.0,2014-03-18,2014-04-17,all_category,email,1,0
614,PROMO-0028-0615,Mid-Year Sale 2018,percentage,18.0,2018-06-23,2018-07-22,all_category,social_media,0,150000
615,PROMO-0014-0616,Year-End Sale 2015,percentage,20.0,2015-11-18,2016-01-02,all_category,all_channels,1,150000
616,PROMO-0031-0617,Spring Sale 2019,percentage,12.0,2019-03-18,2019-04-17,all_category,online,1,150000
617,PROMO-0019-0618,Fall Launch 2016,percentage,10.0,2016-08-30,2016-10-01,all_category,online,0,0
618,PROMO-0047-0619,Spring Sale 2022,percentage,12.0,2022-03-18,2022-04-17,all_category,all_channels,1,0
619,PROMO-0016-0620,Rural Special 2015,percentage,15.0,2015-01-30,2015-03-01,Outdoor,in_store,0,0
620,PROMO-0005-0621,Urban Blowout 2013,fixed,50.0,2013-07-30,2013-09-02,Streetwear,online,0,150000
621,PROMO-0035-0622,Urban Blowout 2019,fixed,50.0,2019-07-30,2019-09-02,Streetwear,online,0,100000
622,PROMO-0012-0623,Mid-Year Sale 2015,percentage,18.0,2015-06-23,2015-07-22,all_category,social_media,0,0
623,PROMO-0025-0624,Urban Blowout 2017,fixed,50.0,2017-07-30,2017-09-02,Streetwear,online,0,150000
624,PROMO-0021-0625,Spring Sale 2017,percentage,12.0,2017-03-18,2017-04-17,all_category,all_channels,0,0
625,PROMO-0036-0626,Rural Special 2019,percentage,15.0,2019-01-30,2019-03-01,Outdoor,in_store,1,150000
626,PROMO-0023-0627,Fall Launch 2017,percentage,10.0,2017-08-30,2017-10-02,all_category,all_channels,1,0
627,PROMO-0016-0628,Rural Special 2015,percentage,15.0,2015-01-30,2015-03-01,Outdoor,in_store,0,0
628,PROMO-0039-0629,Fall Launch 2020,percentage,10.0,2020-08-30,2020-10-01,all_category,all_channels,0,150000
629,PROMO-0045-0630,Urban Blowout 2021,fixed,50.0,2021-07-30,2021-09-02,Streetwear,online,0,200000
630,PROMO-0042-0631,Mid-Year Sale 2021,percentage,18.0,2021-06-23,2021-07-22,all_category,social_media,1,0
631,PROMO-0039-0632,Fall Launch 2020,percentage,10.0,2020-08-30,2020-10-01,all_category,all_channels,0,150000
632,PROMO-0014-0633,Year-End Sale 2015,percentage,20.0,2015-11-18,2016-01-02,all_category,all_channels,1,150000
633,PROMO-0031-0634,Spring Sale 2019,percentage,12.0,2019-03-18,2019-04-17,all_category,online,1,150000
634,PROMO-0005-0635,Urban Blowout 2013,fixed,50.0,2013-07-30,2013-09-02,Streetwear,online,0,150000
635,PROMO-0035-0636,Urban Blowout 2019,fixed,50.0,2019-07-30,2019-09-02,Streetwear,online,0,100000
636,PROMO-0023-0637,Fall Launch 2017,percentage,10.0,2017-08-30,2017-10-02,all_category,all_channels,1,0
637,PROMO-0029-0638,Fall Launch 2018,percentage,10.0,2018-08-30,2018-10-01,all_category,email,0,0
638,PROMO-0043-0639,Fall Launch 2021,percentage,10.0,2021-08-30,2021-10-02,all_category,email,0,0
639,PROMO-0011-0640,Spring Sale 2015,percentage,12.0,2015-03-18,2015-04-17,all_category,all_channels,1,100000
640,PROMO-0018-0641,Mid-Year Sale 2016,percentage,18.0,2016-06-23,2016-07-22,all_category,online,0,0
641,PROMO-0047-0642,Spring Sale 2022,percentage,12.0,2022-03-18,2022-04-17,all_category,all_channels,1,0
642,PROMO-0012-0643,Mid-Year Sale 2015,percentage,18.0,2015-06-23,2015-07-22,all_category,social_media,0,0
643,PROMO-0009-0644,Fall Launch 2014,percentage,10.0,2014-08-30,2014-10-01,all_category,all_channels,0,100000
644,PROMO-0010-0645,Year-End Sale 2014,percentage,20.0,2014-11-19,2015-01-02,all_category,all_channels,0,100000
645,PROMO-0044-0646,Year-End Sale 2021,percentage,20.0,2021-11-18,2022-01-02,all_category,all_channels,1,0
646,PROMO-0017-0647,Spring Sale 2016,percentage,12.0,2016-03-18,2016-04-17,all_category,all_channels,0,0
647,PROMO-0038-0648,Mid-Year Sale 2020,percentage,18.0,2020-06-23,2020-07-22,all_category,social_media,0,0
648,PROMO-0007-0649,Spring Sale 2014,percentage,12.0,2014-03-18,2014-04-17,all_category,email,1,0
649,PROMO-0046-0650,Rural Special 2021,percentage,15.0,2021-01-30,2021-03-01,Outdoor,in_store,0,0
650,PROMO-0013-0651,Fall Launch 2015,percentage,10.0,2015-08-30,2015-10-01,all_category,email,1,0
651,PROMO-0040-0652,Year-End Sale 2020,percentage,20.0,2020-11-18,2021-01-01,all_category,all_channels,0,0
652,PROMO-0042-0653,Mid-Year Sale 2021,percentage,18.0,2021-06-23,2021-07-22,all_category,social_media,1,0
653,PROMO-0009-0654,Fall Launch 2014,percentage,10.0,2014-08-30,2014-10-01,all_category,all_channels,0,100000
654,PROMO-0050-0655,Year-End Sale 2022,percentage,20.0,2022-11-18,2022-12-31,all_category,all_channels,0,50000
655,PROMO-0027-0656,Spring Sale 2018,percentage,12.0,2018-03-18,2018-04-17,all_category,all_channels,0,100000
656,PROMO-0002-0657,Mid-Year Sale 2013,percentage,18.0,2013-06-23,2013-07-22,all_category,online,0,0
657,PROMO-0005-0658,Urban Blowout 2013,fixed,50.0,2013-07-30,2013-09-02,Streetwear,online,0,150000
658,PROMO-0029-0659,Fall Launch 2018,percentage,10.0,2018-08-30,2018-10-01,all_category,email,0,0
659,PROMO-0037-0660,Spring Sale 2020,percentage,12.0,2020-03-18,2020-04-17,all_category,online,0,0
660,PROMO-0038-0661,Mid-Year Sale 2020,percentage,18.0,2020-06-23,2020-07-22,all_category,social_media,0,0
661,PROMO-0019-0662,Fall Launch 2016,percentage,10.0,2016-08-30,2016-10-01,all_category,online,0,0
662,PROMO-0008-0663,Mid-Year Sale 2014,percentage,18.0,2014-06-23,2014-07-22,all_category,social_media,0,0
663,PROMO-0048-0664,Mid-Year Sale 2022,percentage,18.0,2022-06-23,2022-07-22,all_category,online,0,0
664,PROMO-0045-0665,Urban Blowout 2021,fixed,50.0,2021-07-30,2021-09-02,Streetwear,online,0,200000
665,PROMO-0001-0666,Spring Sale 2013,percentage,12.0,2013-03-18,2013-04-17,all_category,email,1,0
666,PROMO-0022-0667,Mid-Year Sale 2017,percentage,18.0,2017-06-23,2017-07-22,all_category,online,0,150000
667,PROMO-0017-0668,Spring Sale 2016,percentage,12.0,2016-03-18,2016-04-17,all_category,all_channels,0,0
668,PROMO-0007-0669,Spring Sale 2014,percentage,12.0,2014-03-18,2014-04-17,all_category,email,1,0
669,PROMO-0025-0670,Urban Blowout 2017,fixed,50.0,2017-07-30,2017-09-02,Streetwear,online,0,150000
670,PROMO-0045-0671,Urban Blowout 2021,fixed,50.0,2021-07-30,2021-09-02,Streetwear,online,0,200000
671,PROMO-0004-0672,Year-End Sale 2013,percentage,20.0,2013-11-18,2014-01-02,all_category,all_channels,0,50000
672,PROMO-0036-0673,Rural Special 2019,percentage,15.0,2019-01-30,2019-03-01,Outdoor,in_store,1,150000
673,PROMO-0006-0674,Rural Special 2013,percentage,15.0,2013-01-31,2013-03-01,Outdoor,in_store,0,0
674,PROMO-0031-0675,Spring Sale 2019,percentage,12.0,2019-03-18,2019-04-17,all_category,online,1,150000
675,PROMO-0019-0676,Fall Launch 2016,percentage,10.0,2016-08-30,2016-10-01,all_category,online,0,0
676,PROMO-0044-0677,Year-End Sale 2021,percentage,20.0,2021-11-18,2022-01-02,all_category,all_channels,1,0
677,PROMO-0039-0678,Fall Launch 2020,percentage,10.0,2020-08-30,2020-10-01,all_category,all_channels,0,150000
678,PROMO-0027-0679,Spring Sale 2018,percentage,12.0,2018-03-18,2018-04-17,all_category,all_channels,0,100000
679,PROMO-0010-0680,Year-End Sale 2014,percentage,20.0,2014-11-19,2015-01-02,all_category,all_channels,0,100000
680,PROMO-0026-0681,Rural Special 2017,percentage,15.0,2017-01-30,2017-03-01,Outdoor,in_store,0,0
681,PROMO-0019-0682,Fall Launch 2016,percentage,10.0,2016-08-30,2016-10-01,all_category,online,0,0
682,PROMO-0039-0683,Fall Launch 2020,percentage,10.0,2020-08-30,2020-10-01,all_category,all_channels,0,150000
683,PROMO-0003-0684,Fall Launch 2013,percentage,10.0,2013-08-30,2013-10-02,all_category,email,0,0
684,PROMO-0045-0685,Urban Blowout 2021,fixed,50.0,2021-07-30,2021-09-02,Streetwear,online,0,200000
685,PROMO-0013-0686,Fall Launch 2015,percentage,10.0,2015-08-30,2015-10-01,all_category,email,1,0
686,PROMO-0050-0687,Year-End Sale 2022,percentage,20.0,2022-11-18,2022-12-31,all_category,all_channels,0,50000
687,PROMO-0028-0688,Mid-Year Sale 2018,percentage,18.0,2018-06-23,2018-07-22,all_category,social_media,0,150000
688,PROMO-0020-0689,Year-End Sale 2016,percentage,20.0,2016-11-18,2017-01-02,all_category,all_channels,0,0
689,PROMO-0028-0690,Mid-Year Sale 2018,percentage,18.0,2018-06-23,2018-07-22,all_category,social_media,0,150000
690,PROMO-0008-0691,Mid-Year Sale 2014,percentage,18.0,2014-06-23,2014-07-22,all_category,social_media,0,0
691,PROMO-0041-0692,Spring Sale 2021,percentage,12.0,2021-03-18,2021-04-17,all_category,online,1,0
692,PROMO-0039-0693,Fall Launch 2020,percentage,10.0,2020-08-30,2020-10-01,all_category,all_channels,0,150000
693,PROMO-0001-0694,Spring Sale 2013,percentage,12.0,2013-03-18,2013-04-17,all_category,email,1,0
694,PROMO-0003-0695,Fall Launch 2013,percentage,10.0,2013-08-30,2013-10-02,all_category,email,0,0
695,PROMO-0013-0696,Fall Launch 2015,percentage,10.0,2015-08-30,2015-10-01,all_category,email,1,0
696,PROMO-0028-0697,Mid-Year Sale 2018,percentage,18.0,2018-06-23,2018-07-22,all_category,social_media,0,150000
697,PROMO-0049-0698,Fall Launch 2022,percentage,10.0,2022-08-31,2022-10-01,all_category,all_channels,0,0
698,PROMO-0025-0699,Urban Blowout 2017,fixed,50.0,2017-07-30,2017-09-02,Streetwear,online,0,150000
699,PROMO-0033-0700,Fall Launch 2019,percentage,10.0,2019-08-30,2019-10-01,all_category,email,0,50000
700,PROMO-0038-0701,Mid-Year Sale 2020,percentage,18.0,2020-06-23,2020-07-22,all_category,social_media,0,0
701,PROMO-0006-0702,Rural Special 2013,percentage,15.0,2013-01-31,2013-03-01,Outdoor,in_store,0,0
702,PROMO-0044-0703,Year-End Sale 2021,percentage,20.0,2021-11-18,2022-01-02,all_category,all_channels,1,0
703,PROMO-0045-0704,Urban Blowout 2021,fixed,50.0,2021-07-30,2021-09-02,Streetwear,online,0,200000
704,PROMO-0032-0705,Mid-Year Sale 2019,percentage,18.0,2019-06-23,2019-07-22,all_category,social_media,0,0
705,PROMO-0045-0706,Urban Blowout 2021,fixed,50.0,2021-07-30,2021-09-02,Streetwear,online,0,200000
706,PROMO-0047-0707,Spring Sale 2022,percentage,12.0,2022-03-18,2022-04-17,all_category,all_channels,1,0
707,PROMO-0021-0708,Spring Sale 2017,percentage,12.0,2017-03-18,2017-04-17,all_category,all_channels,0,0
708,PROMO-0016-0709,Rural Special 2015,percentage,15.0,2015-01-30,2015-03-01,Outdoor,in_store,0,0
709,PROMO-0021-0710,Spring Sale 2017,percentage,12.0,2017-03-18,2017-04-17,all_category,all_channels,0,0
710,PROMO-0011-0711,Spring Sale 2015,percentage,12.0,2015-03-18,2015-04-17,all_category,all_channels,1,100000
711,PROMO-0037-0712,Spring Sale 2020,percentage,12.0,2020-03-18,2020-04-17,all_category,online,0,0
712,PROMO-0036-0713,Rural Special 2019,percentage,15.0,2019-01-30,2019-03-01,Outdoor,in_store,1,150000
713,PROMO-0035-0714,Urban Blowout 2019,fixed,50.0,2019-07-30,2019-09-02,Streetwear,online,0,100000
714,PROMO-0019-0715,Fall Launch 2016,percentage,10.0,2016-08-30,2016-10-01,all_category,online,0,0
715,PROMO-0020-0716,Year-End Sale 2016,percentage,20.0,2016-11-18,2017-01-02,all_category,all_channels,0,0
716,PROMO-0018-0717,Mid-Year Sale 2016,percentage,18.0,2016-06-23,2016-07-22,all_category,online,0,0
717,PROMO-0047-0718,Spring Sale 2022,percentage,12.0,2022-03-18,2022-04-17,all_category,all_channels,1,0
718,PROMO-0041-0719,Spring Sale 2021,percentage,12.0,2021-03-18,2021-04-17,all_category,online,1,0
