return_id,return_date,return_reason,return_quantity,refund_amount,orders_enrichedorder_id,productsproduct_id
RET-022274,2016-01-21,late_delivery,2,2966.2,350174,1859
RET-022275,2016-01-14,defective,1,1390.82,350178,1859
RET-022276,2016-01-15,wrong_size,5,12991.99,350184,2277
RET-022278,2016-01-22,defective,2,2232.94,350217,777
RET-022279,2016-01-04,not_as_described,6,5997.47,350218,778
RET-022280,2016-01-25,wrong_size,1,1212.39,350242,2253
RET-022281,2016-01-09,defective,2,1860.54,350253,2412
RET-022282,2016-01-14,wrong_size,8,23329.56,350284,729
RET-022283,2016-01-12,not_as_described,6,30901.65,350294,2355
RET-022284,2016-01-11,wrong_size,4,4336.85,350296,778
RET-022285,2016-01-22,wrong_size,3,9247.98,350301,2090
RET-022286,2016-01-13,wrong_size,1,5199.39,350346,2055
RET-022287,2016-01-07,late_delivery,5,5471.23,350375,1942
RET-022288,2016-01-12,wrong_size,7,7196.5,350375,1943
RET-022289,2016-01-27,changed_mind,1,1434.35,350415,1987
RET-022290,2016-01-15,late_delivery,3,1462.09,350446,1975
RET-022292,2016-01-19,wrong_size,2,2686.73,350456,1963
RET-022293,2016-01-18,late_delivery,1,4402.34,350456,2067
RET-022294,2016-01-09,defective,1,3138.81,350457,2275
RET-022295,2016-01-07,wrong_size,2,1070.85,350471,2254
RET-022296,2016-01-14,not_as_described,2,7312.59,350471,2359
RET-022297,2016-01-11,defective,2,20260.92,350474,475
RET-022298,2016-01-20,wrong_size,1,1158.51,350483,2239
RET-022299,2016-01-28,wrong_size,3,8217.52,350500,976
RET-022300,2016-01-25,not_as_described,2,4268.98,350512,1978
RET-022301,2016-01-09,not_as_described,2,5591.52,350525,2269
RET-022302,2016-01-07,wrong_size,1,8060.47,350542,409
RET-022303,2016-01-12,late_delivery,1,712.56,350551,793
RET-022304,2016-01-12,defective,5,38579.36,350557,670
RET-022307,2016-01-14,not_as_described,1,7007.85,350595,948
RET-022308,2016-01-28,wrong_size,2,5417.2,350604,2277
RET-022310,2016-01-17,not_as_described,2,8499.41,350635,977
RET-022311,2016-01-23,defective,2,3376.43,350635,1909
RET-022313,2016-01-11,wrong_size,1,585.36,350655,2254
RET-022314,2016-01-12,not_as_described,6,3010.25,350655,2255
RET-022315,2016-01-23,not_as_described,2,17564.67,350659,438
RET-022317,2016-01-17,defective,8,9094.41,350771,2238
RET-022318,2016-01-18,changed_mind,3,26412.18,350780,684
RET-022319,2016-01-10,not_as_described,1,7747.51,350802,115
RET-022322,2016-01-08,not_as_described,1,976.43,350871,781
RET-022325,2016-01-25,not_as_described,1,699.34,350910,794
RET-022326,2016-01-22,wrong_size,3,4152.36,350936,760
RET-022327,2016-01-07,wrong_size,5,5229.91,350953,1943
RET-022328,2016-01-20,changed_mind,1,4797.45,350988,2064
RET-022329,2016-01-12,not_as_described,1,5710.45,351005,907
RET-022330,2016-01-14,changed_mind,1,2728.61,351005,2262
RET-022331,2016-01-21,wrong_size,8,31712.81,351006,927
RET-022332,2016-01-15,changed_mind,5,5716.72,351009,777
RET-022333,2016-01-25,changed_mind,4,12531.8,351039,2215
RET-022334,2016-01-29,not_as_described,2,1083.62,351057,2224
RET-022335,2016-01-09,not_as_described,2,7036.23,351094,735
RET-022336,2016-01-16,wrong_size,1,3389.92,351094,736
RET-022337,2016-01-09,not_as_described,1,1759.86,351094,2199
RET-022338,2016-01-24,late_delivery,2,1117.69,351105,791
RET-022339,2016-01-13,wrong_size,2,1226.89,351105,792
RET-022340,2016-01-07,wrong_size,4,21348.68,351134,2054
RET-022341,2016-01-14,wrong_size,5,13737.01,351158,763
RET-022342,2016-01-21,changed_mind,1,3256.78,351188,735
RET-022343,2016-01-12,not_as_described,1,3355.79,351188,736
RET-022344,2016-01-25,wrong_size,4,2383.93,351188,2225
RET-022345,2016-01-09,late_delivery,3,13691.92,351189,1915
RET-022346,2016-01-07,late_delivery,5,3791.36,351190,793
RET-022347,2016-01-10,defective,1,731.63,351190,794
RET-022348,2016-01-17,late_delivery,2,19074.9,351193,1907
RET-022349,2016-01-17,defective,1,598.81,351239,791
RET-022350,2016-01-23,defective,1,645.22,351239,792
RET-022351,2016-01-21,not_as_described,1,763.07,351278,793
RET-022352,2016-01-17,defective,4,2747.17,351278,794
RET-022353,2016-01-11,not_as_described,2,21170.82,351297,591
RET-022354,2016-01-21,late_delivery,1,3654.65,351303,2269
RET-022355,2016-01-15,late_delivery,1,9420.95,351328,635
RET-022356,2016-01-30,defective,4,28084.74,351337,274
RET-022357,2016-01-18,wrong_size,2,6936.24,351340,1171
RET-022358,2016-01-21,wrong_size,5,25175.88,351373,1170
RET-022359,2016-01-23,wrong_size,2,23882.05,351388,475
RET-022360,2016-01-14,defective,3,30106.87,351388,551
RET-022361,2016-01-15,changed_mind,8,75861.6,351411,683
RET-022362,2016-01-27,defective,4,44065.49,351426,396
RET-022363,2016-01-11,late_delivery,4,4580.54,351452,1085
RET-022365,2016-01-12,changed_mind,2,17990.86,351506,185
RET-022366,2016-01-26,not_as_described,1,1034.66,351538,1085
RET-022367,2016-01-17,wrong_size,2,2076.0,351538,1086
RET-022368,2016-01-23,changed_mind,1,1399.93,351626,1057
RET-022369,2016-01-22,wrong_size,4,6271.91,351627,1058
RET-022370,2016-01-21,not_as_described,2,22534.18,351630,475
RET-022371,2016-01-12,wrong_size,6,5462.15,351632,2212
RET-022372,2016-01-15,not_as_described,1,8407.27,351640,26
RET-022373,2016-01-16,wrong_size,6,69846.81,351651,475
RET-022375,2016-01-22,wrong_size,3,36111.03,351659,475
RET-022377,2016-02-02,wrong_size,6,5672.63,351705,2212
RET-022378,2016-01-24,changed_mind,3,3232.1,351705,2213
RET-022379,2016-01-22,not_as_described,1,9802.86,351755,644
RET-022381,2016-01-27,wrong_size,6,11015.63,351790,1114
RET-022382,2016-01-27,not_as_described,1,1046.74,351807,1965
RET-022383,2016-01-21,late_delivery,2,14704.48,351818,660
RET-022384,2016-01-16,defective,2,18033.81,351823,657
RET-022385,2016-01-17,wrong_size,3,4198.25,351843,1096
RET-022386,2016-01-22,wrong_size,3,2016.5,351849,2254
RET-022387,2016-01-24,wrong_size,4,2623.57,351849,2255
RET-022388,2016-01-27,changed_mind,1,9680.6,351872,641
RET-022389,2016-01-21,wrong_size,3,19573.38,351873,2331
RET-022390,2016-01-28,defective,3,5639.5,351917,2237
RET-022391,2016-01-18,not_as_described,3,10233.16,351927,2263
RET-022392,2016-01-24,wrong_size,3,2868.84,352001,2212
RET-022393,2016-02-04,wrong_size,2,2014.51,352001,2213
RET-022394,2016-01-22,wrong_size,3,31935.4,352009,396
RET-022395,2016-01-31,changed_mind,4,32294.05,352015,600
RET-022396,2016-01-26,wrong_size,5,34805.62,352019,2331
RET-022398,2016-01-29,changed_mind,2,11662.99,352028,2169
RET-022401,2016-02-03,late_delivery,4,8114.46,352063,761
RET-022402,2016-01-25,changed_mind,2,4298.92,352063,762
RET-022404,2016-01-26,late_delivery,3,34173.84,352072,475
RET-022406,2016-01-24,not_as_described,4,14576.94,352130,2263
RET-022407,2016-01-29,not_as_described,3,5158.27,352132,2219
RET-022408,2016-01-30,changed_mind,4,11476.09,352163,1106
RET-022409,2016-01-22,wrong_size,1,1087.39,352242,2396
RET-022410,2016-01-22,defective,2,3490.0,352248,1113
RET-022411,2016-01-27,wrong_size,5,16452.88,352259,1920
RET-022412,2016-01-18,not_as_described,2,13755.52,352266,2055
RET-022413,2016-01-24,changed_mind,5,34046.63,352282,2331
RET-022415,2016-01-22,changed_mind,2,15269.46,352332,675
RET-022416,2016-01-20,not_as_described,7,27973.09,352361,1523
RET-022418,2016-01-29,wrong_size,3,29650.48,352379,499
RET-022419,2016-01-20,changed_mind,5,52874.04,352440,635
RET-022420,2016-01-25,not_as_described,2,3032.93,352458,1935
RET-022423,2016-02-03,defective,2,10217.52,352480,2136
RET-022425,2016-01-30,wrong_size,4,5264.72,352511,1943
RET-022426,2016-02-01,not_as_described,2,21314.62,352530,475
RET-022427,2016-01-27,defective,1,1640.37,352558,759
RET-022428,2016-01-29,defective,2,3621.9,352558,760
RET-022429,2016-01-31,wrong_size,2,7839.74,352609,764
RET-022430,2016-01-29,not_as_described,4,7818.13,352682,1518
RET-022431,2016-02-09,changed_mind,6,16067.05,352695,1576
RET-022432,2016-01-27,not_as_described,2,2353.42,352699,2412
RET-022434,2016-01-22,wrong_size,5,16517.68,352753,1097
RET-022435,2016-01-29,late_delivery,2,17928.77,352790,1231
RET-022436,2016-01-28,wrong_size,2,7399.77,352794,779
RET-022437,2016-01-22,wrong_size,6,43215.19,352843,2331
RET-022438,2016-02-01,defective,3,23191.13,352864,675
RET-022440,2016-01-28,wrong_size,1,8228.39,352866,600
RET-022441,2016-01-17,not_as_described,1,5178.92,352868,2332
RET-022442,2016-01-29,not_as_described,7,7382.25,352936,2212
RET-022443,2016-01-29,defective,7,4755.03,352968,2254
RET-022444,2016-01-30,wrong_size,3,2080.61,352968,2255
RET-022445,2016-01-24,wrong_size,1,5210.96,352974,2343
RET-022446,2016-02-04,wrong_size,3,23807.05,352993,660
RET-022447,2016-01-31,changed_mind,3,22869.45,353003,2376
RET-022448,2016-01-26,wrong_size,1,7178.18,353007,2381
RET-022449,2016-02-03,late_delivery,5,46763.76,353019,445
RET-022450,2016-02-06,wrong_size,7,7007.83,353024,2213
RET-022451,2016-02-03,wrong_size,2,4722.79,353032,1909
RET-022452,2016-02-05,late_delivery,6,114205.54,353035,435
RET-022453,2016-02-05,wrong_size,3,7973.0,353046,1052
RET-022454,2016-02-01,changed_mind,1,3762.48,353051,976
RET-022455,2016-01-31,not_as_described,1,5836.56,353054,2064
RET-022458,2016-01-31,defective,1,5131.94,353075,927
RET-022459,2016-02-06,changed_mind,1,5129.73,353095,1187
RET-022460,2016-01-27,wrong_size,7,26375.08,353117,2092
RET-022461,2016-02-06,wrong_size,2,3540.77,353118,2218
RET-022463,2016-02-02,wrong_size,4,29335.5,353183,660
RET-022464,2016-02-05,not_as_described,4,20136.25,353213,2332
RET-022465,2016-02-02,late_delivery,4,40472.61,353253,2295
RET-022466,2016-01-29,wrong_size,1,3625.39,353275,2269
RET-022467,2016-02-03,defective,2,4015.24,353282,1182
RET-022469,2016-02-04,not_as_described,4,16839.14,353303,816
RET-022471,2016-02-04,changed_mind,1,3667.91,353336,2269
RET-022473,2016-01-27,wrong_size,1,10486.64,353347,510
RET-022474,2016-02-01,wrong_size,8,7446.22,353356,793
RET-022475,2016-01-24,defective,4,3036.15,353365,791
RET-022478,2016-02-09,late_delivery,2,8319.13,353412,1434
RET-022479,2016-02-10,wrong_size,5,25396.1,353413,990
RET-022480,2016-02-14,changed_mind,2,6143.5,353420,1002
RET-022481,2016-01-24,not_as_described,4,35192.91,353450,400
RET-022482,2016-02-07,not_as_described,4,13999.18,353486,689
RET-022483,2016-02-02,defective,1,10669.24,353491,409
RET-022484,2016-02-02,wrong_size,2,31320.77,353513,611
RET-022485,2016-02-09,defective,1,4620.02,353523,736
RET-022486,2016-01-25,wrong_size,2,1554.77,353576,791
RET-022487,2016-02-03,changed_mind,3,2144.97,353576,792
RET-022489,2016-02-17,wrong_size,2,7800.71,353603,1171
RET-022490,2016-02-04,defective,2,11224.99,353626,927
RET-022491,2016-01-30,wrong_size,6,40774.96,353695,675
RET-022492,2016-02-01,late_delivery,8,51414.02,353700,2055
RET-022494,2016-02-05,defective,1,4799.93,353717,1187
RET-022496,2016-02-10,changed_mind,2,20295.03,353726,657
RET-022497,2016-01-31,wrong_size,1,4316.74,353741,2354
RET-022498,2016-02-03,not_as_described,1,3002.91,353742,769
RET-022499,2016-02-02,wrong_size,3,8988.01,353742,770
RET-022500,2016-02-04,changed_mind,1,6699.01,353748,2331
RET-022501,2016-02-04,wrong_size,2,6836.54,353750,1098
RET-022502,2016-02-08,not_as_described,1,7136.02,353813,2331
RET-022503,2016-02-14,wrong_size,3,17328.95,353837,977
RET-022504,2016-02-01,wrong_size,4,14217.22,353854,1215
RET-022505,2016-02-07,defective,2,6023.01,353922,1936
RET-022506,2016-02-14,not_as_described,8,25743.38,353922,1937
RET-022507,2016-02-02,defective,3,14522.47,353930,1453
RET-022508,2016-02-02,wrong_size,4,17348.0,353948,1501
RET-022509,2016-02-01,wrong_size,7,28566.82,353948,1502
RET-022510,2016-02-02,wrong_size,2,15234.33,353949,495
RET-022511,2016-02-10,not_as_described,2,1494.71,353967,792
RET-022512,2016-02-01,late_delivery,1,4042.85,353974,1989
RET-022513,2016-02-04,not_as_described,1,10502.87,354009,432
RET-022514,2016-02-02,wrong_size,6,56331.26,354016,657
RET-022515,2016-02-07,wrong_size,4,42275.24,354043,639
RET-022516,2016-02-12,defective,1,11527.74,354046,475
RET-022520,2016-02-12,changed_mind,1,11339.0,354112,826
RET-022521,2016-02-12,not_as_described,1,4197.02,354117,2275
RET-022523,2016-02-03,wrong_size,7,27599.05,354147,736
RET-022524,2016-02-17,late_delivery,6,36564.59,354171,2055
RET-022525,2016-01-27,defective,4,8292.34,354173,1517
RET-022528,2016-01-31,not_as_described,1,8873.95,354249,443
RET-022530,2016-02-19,late_delivery,6,8178.94,354305,2238
RET-022531,2016-02-16,wrong_size,6,8658.22,354305,2239
RET-022532,2016-01-28,defective,3,12924.65,354318,1989
RET-022536,2016-01-30,not_as_described,1,732.03,354332,2224
RET-022537,2016-02-12,defective,6,62643.43,354352,551
RET-022538,2016-02-11,changed_mind,1,8984.71,354359,600
RET-022539,2016-02-14,wrong_size,2,4820.08,354361,1109
RET-022540,2016-02-16,wrong_size,4,8621.5,354361,1110
RET-022541,2016-02-10,wrong_size,5,24757.29,354373,2345
RET-022542,2016-02-05,changed_mind,7,36656.28,354391,927
RET-022543,2016-02-12,not_as_described,3,5639.74,354402,2280
RET-022544,2016-02-03,late_delivery,7,31440.88,354407,1115
RET-022545,2016-02-01,wrong_size,5,29628.53,354439,2064
RET-022546,2016-02-21,wrong_size,2,8623.71,354445,2275
RET-022548,2016-02-21,changed_mind,2,7193.25,354448,763
RET-022550,2016-02-02,wrong_size,1,12619.64,354486,1907
RET-022551,2016-02-12,wrong_size,3,19345.52,354508,1213
RET-022552,2016-02-12,defective,2,18200.75,354512,26
RET-022553,2016-02-14,defective,2,11028.72,354547,604
RET-022554,2016-02-17,late_delivery,4,3605.09,354553,2212
RET-022555,2016-02-18,changed_mind,2,8082.01,354568,735
RET-022556,2016-02-05,wrong_size,3,12004.87,354568,736
RET-022558,2016-02-09,changed_mind,1,4654.59,354586,605
RET-022560,2016-02-19,wrong_size,4,38556.34,354599,396
RET-022561,2016-02-09,changed_mind,4,27647.99,354628,2384
RET-022562,2016-02-08,changed_mind,1,9022.13,354633,644
RET-022563,2016-02-02,not_as_described,2,1391.65,354672,2234
RET-022564,2016-02-02,wrong_size,2,14372.1,354720,660
RET-022566,2016-02-14,defective,4,12419.52,354749,1588
RET-022567,2016-02-21,changed_mind,4,32500.49,354764,595
RET-022568,2016-02-09,not_as_described,1,3318.39,354773,2277
RET-022569,2016-02-08,wrong_size,4,41719.16,354790,684
RET-022570,2016-02-11,late_delivery,1,9579.65,354830,644
RET-022571,2016-02-15,wrong_size,1,2296.53,354840,2199
RET-022573,2016-02-04,not_as_described,8,66837.97,354850,660
RET-022576,2016-02-16,defective,3,18911.1,354904,2067
RET-022577,2016-02-18,defective,2,12428.11,354927,2331
RET-022578,2016-02-12,defective,7,62930.57,354951,641
RET-022579,2016-02-20,wrong_size,2,11250.32,354952,965
RET-022581,2016-02-05,wrong_size,1,1755.83,354984,803
RET-022582,2016-02-17,defective,2,20731.84,354992,396
RET-022583,2016-02-20,defective,2,6855.02,355002,1053
RET-022584,2016-02-14,wrong_size,3,3494.2,355012,2396
RET-022586,2016-02-09,wrong_size,1,3652.94,355042,2090
RET-022587,2016-02-17,late_delivery,2,30959.78,355070,546
RET-022588,2016-02-18,wrong_size,1,6748.09,355072,2054
RET-022589,2016-02-21,changed_mind,3,2152.21,355087,2224
RET-022590,2016-02-17,wrong_size,2,1330.57,355087,2225
RET-022591,2016-02-13,changed_mind,1,644.02,355098,1975
RET-022593,2016-02-12,defective,1,3188.79,355131,2402
RET-022594,2016-02-13,wrong_size,4,9030.09,355181,1518
RET-022595,2016-02-07,wrong_size,1,5480.95,355184,1198
RET-022596,2016-02-08,changed_mind,1,9566.53,355214,445
RET-022597,2016-02-09,defective,3,7712.81,355216,753
RET-022598,2016-02-03,late_delivery,1,4968.4,355218,2045
RET-022599,2016-02-17,changed_mind,8,84230.32,355221,551
RET-022600,2016-02-12,defective,1,1874.55,355235,2280
RET-022601,2016-02-08,wrong_size,4,18997.93,355268,1453
RET-022602,2016-02-19,defective,4,18733.25,355268,1454
RET-022603,2016-02-09,defective,4,42022.56,355275,499
RET-022604,2016-02-13,late_delivery,1,3138.42,355282,1920
RET-022605,2016-02-15,wrong_size,3,11264.49,355286,1523
RET-022606,2016-02-10,not_as_described,1,3538.55,355286,1524
RET-022607,2016-02-04,changed_mind,1,11062.16,355290,438
RET-022608,2016-02-03,defective,5,41156.56,355295,660
RET-022609,2016-02-14,not_as_described,1,3493.12,355326,992
RET-022613,2016-02-27,wrong_size,2,7656.35,355428,808
RET-022614,2016-02-21,defective,6,31036.64,355442,927
RET-022615,2016-02-17,wrong_size,6,20377.36,355442,992
RET-022616,2016-02-28,late_delivery,5,17712.84,355511,1097
RET-022618,2016-02-14,not_as_described,6,42693.95,355522,675
RET-022620,2016-02-18,wrong_size,4,13074.29,355570,770
RET-022621,2016-02-14,wrong_size,2,15403.69,355594,675
RET-022622,2016-02-13,late_delivery,5,41227.34,355599,660
RET-022623,2016-02-08,wrong_size,5,19621.96,355612,586
RET-022625,2016-02-22,wrong_size,5,22982.97,355659,1530
RET-022626,2016-02-24,wrong_size,5,22750.59,355660,1529
RET-022627,2016-02-14,late_delivery,2,4089.43,355663,1517
RET-022628,2016-02-16,wrong_size,1,2024.48,355663,1518
RET-022629,2016-02-17,wrong_size,1,5084.8,355699,2049
RET-022631,2016-02-04,not_as_described,2,3465.32,355717,804
RET-022633,2016-02-09,wrong_size,1,901.92,355738,793
RET-022634,2016-02-07,defective,2,1812.04,355738,794
RET-022635,2016-02-27,wrong_size,2,11855.92,355739,2054
RET-022636,2016-02-08,defective,5,39264.02,355747,1286
RET-022638,2016-02-16,defective,3,17019.01,355772,604
RET-022639,2016-02-18,wrong_size,1,6426.99,355793,1165
RET-022640,2016-02-15,changed_mind,2,8253.29,355809,1433
RET-022641,2016-02-06,changed_mind,1,1625.79,355848,2218
RET-022642,2016-02-12,changed_mind,2,11479.18,355863,965
RET-022643,2016-02-22,changed_mind,1,6827.36,355865,2054
RET-022644,2016-02-11,wrong_size,2,6642.23,355873,1916
RET-022645,2016-02-18,wrong_size,5,7735.66,355877,1061
RET-022646,2016-02-25,defective,2,24163.41,355886,475
RET-022647,2016-02-27,defective,3,2308.39,355904,791
RET-022648,2016-02-20,wrong_size,2,8929.07,355944,2275
RET-022650,2016-02-21,not_as_described,6,11316.39,355949,1940
RET-022651,2016-02-21,not_as_described,1,1841.63,355949,1941
RET-022652,2016-02-16,changed_mind,1,711.38,355969,791
RET-022653,2016-02-11,changed_mind,7,34681.92,355986,2171
RET-022654,2016-02-09,changed_mind,1,6280.93,356017,2054
RET-022655,2016-02-15,wrong_size,1,3317.28,356091,1017
RET-022656,2016-02-13,defective,1,6536.88,356122,2055
RET-022657,2016-02-13,wrong_size,2,2239.21,356132,1085
RET-022658,2016-02-21,wrong_size,1,6024.8,356149,2387
RET-022660,2016-02-10,defective,4,7484.29,356196,1987
RET-022663,2016-02-20,not_as_described,1,4156.79,356283,1186
RET-022664,2016-02-13,wrong_size,2,6616.34,356288,764
RET-022665,2016-02-22,wrong_size,1,4529.78,356315,1115
RET-022666,2016-02-29,wrong_size,1,664.02,356327,2224
RET-022667,2016-03-01,not_as_described,3,2135.37,356327,2225
RET-022668,2016-02-25,wrong_size,1,7311.55,356393,2331
RET-022669,2016-03-02,changed_mind,3,19639.12,356424,1178
RET-022670,2016-02-26,defective,1,4623.02,356429,2093
RET-022677,2016-02-18,wrong_size,2,6936.77,356460,797
RET-022678,2016-02-06,not_as_described,1,755.92,356468,2225
RET-022679,2016-02-15,changed_mind,4,7430.81,356502,762
RET-022680,2016-02-22,not_as_described,2,1591.99,356502,791
RET-022682,2016-02-28,wrong_size,5,32347.56,356512,2331
RET-022683,2016-02-17,late_delivery,4,25232.92,356519,1217
RET-022684,2016-02-24,changed_mind,3,8185.4,356594,1817
RET-022685,2016-02-22,changed_mind,7,32759.78,356634,1989
RET-022686,2016-02-15,defective,6,67551.47,356644,409
RET-022687,2016-02-10,late_delivery,2,16641.21,356664,495
RET-022689,2016-02-19,late_delivery,3,9811.23,356728,1053
RET-022690,2016-02-20,defective,1,3715.77,356729,2269
RET-022692,2016-02-12,wrong_size,4,25928.23,356747,2331
RET-022693,2016-02-11,changed_mind,4,22738.98,356768,604
RET-022694,2016-02-19,wrong_size,1,7326.21,356791,2331
RET-022695,2016-02-24,wrong_size,2,19980.33,356796,551
RET-022696,2016-02-11,changed_mind,4,37862.69,356808,580
RET-022697,2016-02-18,not_as_described,1,9743.34,356831,644
RET-022700,2016-02-15,late_delivery,1,617.27,356856,1975
RET-022701,2016-02-20,defective,1,4261.67,356878,1115
RET-022702,2016-02-20,defective,8,80871.83,356900,635
RET-022703,2016-02-24,wrong_size,4,14981.84,356919,2388
RET-022706,2016-02-28,not_as_described,6,25366.0,356942,1433
RET-022707,2016-02-13,changed_mind,1,4083.82,356942,1434
RET-022709,2016-02-26,defective,2,3665.4,356980,1113
RET-022710,2016-02-16,wrong_size,6,75797.14,356981,475
RET-022711,2016-02-13,wrong_size,1,4413.69,357029,1514
RET-022712,2016-03-03,wrong_size,2,1996.97,357036,793
RET-022713,2016-02-19,wrong_size,1,4484.99,357054,2275
RET-022714,2016-02-17,not_as_described,3,29419.35,357098,657
RET-022715,2016-02-27,wrong_size,1,9740.88,357145,409
RET-022716,2016-02-24,changed_mind,5,58997.95,357174,475
RET-022718,2016-02-21,wrong_size,3,3985.03,357231,778
RET-022719,2016-02-27,defective,2,10212.67,357239,910
RET-022721,2016-02-23,late_delivery,4,4887.66,357260,2412
RET-022723,2016-02-26,wrong_size,4,42367.84,357266,657
RET-022724,2016-02-25,defective,6,12227.29,357273,1114
RET-022725,2016-02-18,changed_mind,2,1310.33,357278,2225
RET-022726,2016-02-19,wrong_size,2,19759.18,357287,635
RET-022728,2016-02-16,not_as_described,1,4304.9,357328,586
RET-022729,2016-02-28,changed_mind,6,23798.71,357353,736
RET-022733,2016-02-27,wrong_size,7,27969.23,357367,808
RET-022734,2016-02-16,wrong_size,1,1425.6,357372,2394
RET-022735,2016-02-27,late_delivery,4,45326.14,357395,826
RET-022736,2016-02-18,wrong_size,1,10759.96,357433,657
RET-022737,2016-02-22,wrong_size,8,84489.67,357437,499
RET-022738,2016-02-24,wrong_size,2,4144.31,357447,761
RET-022740,2016-02-25,not_as_described,1,3346.16,357533,763
RET-022741,2016-02-14,late_delivery,2,7436.42,357533,764
RET-022742,2016-03-04,changed_mind,1,3803.97,357549,1098
RET-022743,2016-02-26,not_as_described,1,3334.79,357551,1097
RET-022745,2016-02-26,defective,3,2245.1,357555,792
RET-022746,2016-02-27,not_as_described,3,17986.36,357585,516
RET-022747,2016-02-24,changed_mind,4,40725.56,357593,396
RET-022748,2016-03-03,changed_mind,1,3045.98,357597,1490
RET-022749,2016-03-06,not_as_described,4,24448.94,357604,1217
RET-022750,2016-02-18,wrong_size,6,30426.04,357625,2093
RET-022751,2016-02-20,wrong_size,1,7046.54,357639,2055
RET-022753,2016-02-28,wrong_size,3,12829.47,357647,1153
RET-022754,2016-02-15,wrong_size,7,25101.49,357702,2056
RET-022755,2016-02-24,wrong_size,2,6538.17,357714,1088
RET-022756,2016-03-04,not_as_described,1,1144.47,357718,781
RET-022757,2016-03-03,wrong_size,1,1122.26,357718,782
RET-022758,2016-03-05,changed_mind,2,15893.11,357751,1286
RET-022759,2016-02-13,wrong_size,1,4060.51,357764,735
RET-022760,2016-03-01,changed_mind,1,4491.15,357764,736
RET-022761,2016-03-01,not_as_described,3,9151.38,357768,1489
RET-022762,2016-02-19,defective,1,3146.46,357768,1490
RET-022765,2016-03-05,defective,2,8728.76,357818,1640
RET-022766,2016-03-04,changed_mind,4,50587.2,357832,488
RET-022767,2016-03-01,late_delivery,5,5992.56,357836,2412
RET-022768,2016-02-24,wrong_size,1,10079.74,357846,2389
RET-022769,2016-02-25,defective,2,20520.46,357908,2389
RET-022770,2016-02-17,wrong_size,2,12559.33,357912,907
RET-022771,2016-02-25,defective,5,19239.08,357952,976
RET-022774,2016-02-29,late_delivery,2,10372.42,357970,604
RET-022776,2016-02-23,wrong_size,1,3824.96,358013,2263
RET-022777,2016-03-07,changed_mind,1,8509.87,358053,660
RET-022778,2016-02-23,late_delivery,3,4360.95,358060,777
RET-022779,2016-02-23,wrong_size,2,11571.03,358084,1226
RET-022780,2016-03-01,not_as_described,7,26055.69,358088,1171
RET-022782,2016-02-20,wrong_size,2,12341.85,358123,2054
RET-022786,2016-03-04,defective,1,1809.76,358194,803
RET-022787,2016-03-04,late_delivery,1,709.19,358204,791
RET-022788,2016-03-04,changed_mind,5,3811.34,358204,792
RET-022789,2016-03-08,changed_mind,3,12414.35,358221,2275
RET-022790,2016-03-01,not_as_described,3,33257.57,358228,445
RET-022792,2016-03-04,defective,3,24770.5,358245,1878
RET-022793,2016-02-18,defective,3,30276.28,358280,551
RET-022796,2016-03-06,not_as_described,1,4572.42,358338,2345
RET-022797,2016-03-09,not_as_described,2,4857.73,358345,2192
RET-022798,2016-03-03,late_delivery,2,14382.77,358354,660
RET-022799,2016-02-29,wrong_size,1,8856.26,358446,622
RET-022801,2016-03-02,defective,4,27769.54,358456,1139
RET-022802,2016-03-07,wrong_size,1,2250.03,358462,1909
RET-022803,2016-02-28,wrong_size,2,19857.14,358483,422
RET-022804,2016-03-01,wrong_size,2,8812.63,358508,1115
RET-022805,2016-03-07,changed_mind,3,2756.96,358549,793
RET-022806,2016-03-09,wrong_size,2,14348.34,358568,1778
RET-022807,2016-02-26,defective,3,10040.45,358580,1097
RET-022808,2016-03-03,defective,2,6468.98,358580,1098
RET-022809,2016-03-11,defective,1,965.01,358595,1085
RET-022810,2016-02-27,wrong_size,1,4408.72,358651,2275
RET-022811,2016-03-03,changed_mind,3,3669.2,358660,781
RET-022813,2016-03-11,late_delivery,7,22825.72,358712,1097
RET-022814,2016-02-25,not_as_described,2,6623.07,358718,2262
RET-022815,2016-03-05,changed_mind,1,3696.74,358718,2263
RET-022816,2016-03-09,late_delivery,3,2357.0,358738,791
RET-022817,2016-02-27,late_delivery,4,3074.51,358738,792
RET-022818,2016-03-11,changed_mind,2,7095.94,358760,2269
RET-022819,2016-02-27,wrong_size,2,3729.64,358786,803
RET-022820,2016-03-03,changed_mind,3,14041.44,358814,249
RET-022821,2016-03-07,wrong_size,3,2054.37,358826,2225
RET-022822,2016-03-03,wrong_size,1,3903.97,358846,764
RET-022823,2016-03-03,not_as_described,2,7119.89,358847,1348
RET-022824,2016-03-11,wrong_size,1,668.29,358882,2225
RET-022825,2016-03-06,late_delivery,3,30030.61,358889,657
RET-022826,2016-03-13,defective,1,1621.89,358896,1962
RET-022827,2016-03-05,defective,1,1750.31,358896,1963
RET-022828,2016-02-27,late_delivery,3,32728.87,358898,647
RET-022829,2016-02-22,changed_mind,2,7700.23,358902,2275
RET-022830,2016-02-22,not_as_described,3,3675.79,358936,1443
RET-022831,2016-03-05,not_as_described,3,3807.65,358936,1444
RET-022832,2016-03-02,wrong_size,5,6888.21,358944,778
RET-022833,2016-03-06,not_as_described,6,3768.47,358986,1093
