snapshot_date,product_id,stock_on_hand,units_received,units_sold,stockout_days,days_of_supply,fill_rate,stockout_flag,overstock_flag,reorder_flag,sell_through_rate,productsproduct_id
2020-11-30,1711,3,2,2,1,45.0,0.9667,1,0,0,0.4,1711
2020-12-31,1711,3,1,1,0,90.0,1.0,0,0,0,0.25,1711
2021-01-31,1711,3,1,1,2,90.0,0.9333,1,0,0,0.25,1711
2021-02-28,1711,3,1,1,1,90.0,0.9667,1,0,0,0.25,1711
2021-03-31,1711,4,7,6,3,20.0,0.9,1,0,0,0.6,1711
2021-04-30,1711,4,1,1,0,120.0,1.0,0,1,0,0.2,1711
2021-05-31,1711,4,1,1,1,120.0,0.9667,1,1,0,0.2,1711
2021-06-30,1711,4,4,4,2,30.0,0.9333,1,0,0,0.5,1711
2021-07-31,1711,4,4,4,2,30.0,0.9333,1,0,0,0.5,1711
2021-08-31,1711,4,3,3,0,40.0,1.0,0,0,0,0.4286,1711
2021-09-30,1711,4,5,5,1,24.0,0.9667,1,0,0,0.5556,1711
2021-10-31,1711,4,2,2,0,60.0,1.0,0,0,0,0.3333,1711
2021-11-30,1711,4,1,1,2,120.0,0.9333,1,1,0,0.2,1711
2021-12-31,1711,4,2,2,1,60.0,0.9667,1,0,0,0.3333,1711
2022-01-31,1711,4,2,2,0,60.0,1.0,0,0,0,0.3333,1711
2022-02-28,1711,4,1,1,0,120.0,1.0,0,1,0,0.2,1711
2022-03-31,1711,4,4,4,0,30.0,1.0,0,0,0,0.5,1711
2022-04-30,1711,4,1,1,2,120.0,0.9333,1,1,0,0.2,1711
2022-05-31,1711,4,6,6,2,20.0,0.9333,1,0,0,0.6,1711
2022-06-30,1711,5,6,5,1,30.0,0.9667,1,0,0,0.5,1711
2022-07-31,1711,5,3,3,1,50.0,0.9667,1,0,0,0.375,1711
2022-08-31,1711,5,4,4,0,37.5,1.0,0,0,0,0.4444,1711
2022-09-30,1711,5,1,1,0,150.0,1.0,0,1,0,0.1667,1711
2022-10-31,1711,5,1,1,2,150.0,0.9333,1,1,0,0.1667,1711
2022-11-30,1711,5,2,2,1,75.0,0.9667,1,0,0,0.2857,1711
2022-12-31,1711,5,2,2,2,75.0,0.9333,1,0,0,0.2857,1711
2021-09-30,1712,3,1,1,1,90.0,0.9667,1,0,0,0.25,1712
2022-03-31,1712,3,1,1,0,90.0,1.0,0,0,0,0.25,1712
2022-05-31,1712,3,1,1,0,90.0,1.0,0,0,0,0.25,1712
2022-09-30,1712,3,1,1,2,90.0,0.9333,1,0,0,0.25,1712
2019-02-28,1713,3,1,1,1,90.0,0.9667,1,0,0,0.25,1713
2019-03-31,1713,3,1,1,0,90.0,1.0,0,0,0,0.25,1713
2019-05-31,1713,3,2,2,0,45.0,1.0,0,0,0,0.4,1713
2019-10-31,1713,3,2,2,2,45.0,0.9333,1,0,0,0.4,1713
2019-12-31,1713,3,3,3,1,30.0,0.9667,1,0,0,0.5,1713
2020-04-30,1713,3,3,3,0,30.0,1.0,0,0,0,0.5,1713
2020-06-30,1713,3,2,2,0,45.0,1.0,0,0,0,0.4,1713
2020-07-31,1713,3,2,2,0,45.0,1.0,0,0,0,0.4,1713
2020-08-31,1713,3,2,2,1,45.0,0.9667,1,0,0,0.4,1713
2020-09-30,1713,3,1,1,0,90.0,1.0,0,0,0,0.25,1713
2020-10-31,1713,3,1,1,0,90.0,1.0,0,0,0,0.25,1713
2020-11-30,1713,3,1,1,2,90.0,0.9333,1,0,0,0.25,1713
2021-02-28,1713,3,1,1,0,90.0,1.0,0,0,0,0.25,1713
2021-03-31,1713,3,2,2,2,45.0,0.9333,1,0,0,0.4,1713
2021-06-30,1713,3,3,3,1,30.0,0.9667,1,0,0,0.5,1713
2021-07-31,1713,3,2,2,1,45.0,0.9667,1,0,0,0.4,1713
2021-08-31,1713,3,2,2,0,45.0,1.0,0,0,0,0.4,1713
2021-12-31,1713,3,1,1,2,90.0,0.9333,1,0,0,0.25,1713
2022-02-28,1713,3,1,1,0,90.0,1.0,0,0,0,0.25,1713
2022-04-30,1713,3,1,1,2,90.0,0.9333,1,0,0,0.25,1713
2022-07-31,1713,3,1,1,1,90.0,0.9667,1,0,0,0.25,1713
2019-05-31,1714,6,2,2,0,90.0,1.0,0,0,0,0.25,1714
2019-06-30,1714,6,1,1,0,180.0,1.0,0,1,0,0.1429,1714
2019-07-31,1714,6,1,1,2,180.0,0.9333,1,1,0,0.1429,1714
2019-10-31,1714,6,1,1,0,180.0,1.0,0,1,0,0.1429,1714
2020-02-29,1714,6,2,2,1,90.0,0.9667,1,0,0,0.25,1714
2020-04-30,1714,6,3,3,0,60.0,1.0,0,0,0,0.3333,1714
2020-05-31,1714,6,3,3,2,60.0,0.9333,1,0,0,0.3333,1714
2020-06-30,1714,6,2,2,0,90.0,1.0,0,0,0,0.25,1714
2020-07-31,1714,6,2,2,0,90.0,1.0,0,0,0,0.25,1714
2020-08-31,1714,6,3,3,0,60.0,1.0,0,0,0,0.3333,1714
2020-09-30,1714,6,2,2,1,90.0,0.9667,1,0,0,0.25,1714
2020-11-30,1714,6,1,1,2,180.0,0.9333,1,1,0,0.1429,1714
2021-02-28,1714,6,2,2,0,90.0,1.0,0,0,0,0.25,1714
2021-03-31,1714,6,5,5,1,36.0,0.9667,1,0,0,0.4545,1714
2021-04-30,1714,6,3,3,1,60.0,0.9667,1,0,0,0.3333,1714
2021-05-31,1714,6,4,4,1,45.0,0.9667,1,0,0,0.4,1714
2021-06-30,1714,6,3,3,1,60.0,0.9667,1,0,0,0.3333,1714
2021-07-31,1714,8,10,8,2,30.0,0.9333,1,0,0,0.5,1714
2021-08-31,1714,9,13,12,4,22.5,0.8667,1,0,0,0.5714,1714
2021-09-30,1714,9,4,4,1,67.5,0.9667,1,0,0,0.3077,1714
2021-10-31,1714,9,2,2,1,135.0,0.9667,1,1,0,0.1818,1714
2021-11-30,1714,9,1,1,0,270.0,1.0,0,1,0,0.1,1714
2021-12-31,1714,9,1,1,1,270.0,0.9667,1,1,0,0.1,1714
2022-01-31,1714,9,1,1,0,270.0,1.0,0,1,0,0.1,1714
2022-02-28,1714,9,3,3,2,90.0,0.9333,1,0,0,0.25,1714
2022-03-31,1714,9,5,5,2,54.0,0.9333,1,0,0,0.3571,1714
2022-04-30,1714,10,8,7,0,42.9,1.0,0,0,0,0.4118,1714
2022-05-31,1714,12,10,8,2,45.0,0.9333,1,0,0,0.4,1714
2022-06-30,1714,15,14,11,1,40.9,0.9667,1,0,0,0.4231,1714
2022-07-31,1714,15,3,3,1,150.0,0.9667,1,1,0,0.1667,1714
2022-08-31,1714,15,4,4,2,112.5,0.9333,1,1,0,0.2105,1714
2022-09-30,1714,15,1,1,1,450.0,0.9667,1,1,0,0.0625,1714
2022-11-30,1714,15,1,1,1,450.0,0.9667,1,1,0,0.0625,1714
2022-12-31,1714,15,1,1,0,450.0,1.0,0,1,0,0.0625,1714
2019-02-28,1715,3,1,1,1,90.0,0.9667,1,0,0,0.25,1715
2019-04-30,1715,3,1,1,1,90.0,0.9667,1,0,0,0.25,1715
2019-06-30,1715,3,1,1,2,90.0,0.9333,1,0,0,0.25,1715
2019-07-31,1715,3,1,1,1,90.0,0.9667,1,0,0,0.25,1715
2019-08-31,1715,3,1,1,0,90.0,1.0,0,0,0,0.25,1715
2019-11-30,1715,3,1,1,1,90.0,0.9667,1,0,0,0.25,1715
2020-01-31,1715,3,1,1,2,90.0,0.9333,1,0,0,0.25,1715
2020-04-30,1715,3,1,1,2,90.0,0.9333,1,0,0,0.25,1715
2020-05-31,1715,3,1,1,0,90.0,1.0,0,0,0,0.25,1715
2021-02-28,1715,3,1,1,1,90.0,0.9667,1,0,0,0.25,1715
2021-03-31,1715,3,2,2,2,45.0,0.9333,1,0,0,0.4,1715
2021-04-30,1715,3,3,3,0,30.0,1.0,0,0,0,0.5,1715
2021-05-31,1715,3,2,2,2,45.0,0.9333,1,0,0,0.4,1715
2021-06-30,1715,4,6,5,2,24.0,0.9333,1,0,0,0.5556,1715
2021-07-31,1715,4,1,1,1,120.0,0.9667,1,1,0,0.2,1715
2021-11-30,1715,4,2,2,0,60.0,1.0,0,0,0,0.3333,1715
2021-12-31,1715,4,2,2,2,60.0,0.9333,1,0,0,0.3333,1715
2022-04-30,1715,4,2,2,2,60.0,0.9333,1,0,0,0.3333,1715
2022-05-31,1715,4,1,1,1,120.0,0.9667,1,1,0,0.2,1715
2022-06-30,1715,4,2,2,1,60.0,0.9667,1,0,0,0.3333,1715
2022-07-31,1715,4,2,2,1,60.0,0.9667,1,0,0,0.3333,1715
2022-08-31,1715,4,1,1,2,120.0,0.9333,1,1,0,0.2,1715
2020-07-31,1716,3,1,1,0,90.0,1.0,0,0,0,0.25,1716
2021-11-30,1716,3,1,1,2,90.0,0.9333,1,0,0,0.25,1716
2022-04-30,1716,3,1,1,0,90.0,1.0,0,0,0,0.25,1716
2019-08-31,1717,3,1,1,2,90.0,0.9333,1,0,0,0.25,1717
2020-04-30,1717,3,1,1,0,90.0,1.0,0,0,0,0.25,1717
2021-02-28,1717,3,1,1,1,90.0,0.9667,1,0,0,0.25,1717
2022-03-31,1717,3,1,1,2,90.0,0.9333,1,0,0,0.25,1717
2020-10-31,1720,3,1,1,0,90.0,1.0,0,0,0,0.25,1720
2021-03-31,1720,3,2,2,1,45.0,0.9667,1,0,0,0.4,1720
2021-04-30,1720,3,2,2,0,45.0,1.0,0,0,0,0.4,1720
2021-05-31,1720,3,4,4,1,22.5,0.9667,1,0,0,0.5714,1720
2021-07-31,1720,3,1,1,0,90.0,1.0,0,0,0,0.25,1720
2021-08-31,1720,3,1,1,2,90.0,0.9333,1,0,0,0.25,1720
2021-09-30,1720,3,3,3,1,30.0,0.9667,1,0,0,0.5,1720
2021-10-31,1720,3,1,1,1,90.0,0.9667,1,0,0,0.25,1720
2021-12-31,1720,3,2,2,2,45.0,0.9333,1,0,0,0.4,1720
2022-01-31,1720,3,1,1,0,90.0,1.0,0,0,0,0.25,1720
2022-03-31,1720,3,2,2,2,45.0,0.9333,1,0,0,0.4,1720
2022-04-30,1720,3,3,3,1,30.0,0.9667,1,0,0,0.5,1720
2022-05-31,1720,3,4,4,1,22.5,0.9667,1,0,0,0.5714,1720
2022-06-30,1720,3,2,2,0,45.0,1.0,0,0,0,0.4,1720
2022-07-31,1720,3,3,3,1,30.0,0.9667,1,0,0,0.5,1720
2022-08-31,1720,3,1,1,0,90.0,1.0,0,0,0,0.25,1720
2022-09-30,1720,3,3,3,0,30.0,1.0,0,0,0,0.5,1720
2022-10-31,1720,3,1,1,1,90.0,0.9667,1,0,0,0.25,1720
2022-12-31,1720,3,3,3,0,30.0,1.0,0,0,0,0.5,1720
2019-01-31,1722,6,2,2,2,90.0,0.9333,1,0,0,0.25,1722
2019-02-28,1722,7,5,4,2,52.5,0.9333,1,0,0,0.3636,1722
2019-03-31,1722,9,14,12,5,22.5,0.8333,1,0,0,0.5714,1722
2019-04-30,1722,10,8,7,2,42.9,0.9333,1,0,0,0.4118,1722
2019-05-31,1722,12,12,10,2,36.0,0.9333,1,0,0,0.4545,1722
2019-06-30,1722,13,11,10,0,39.0,1.0,0,0,0,0.4348,1722
2019-07-31,1722,15,21,19,6,23.7,0.8,1,0,0,0.5588,1722
2019-08-31,1722,16,14,13,2,36.9,0.9333,1,0,0,0.4483,1722
2019-09-30,1722,17,9,8,0,63.8,1.0,0,0,0,0.32,1722
2019-10-31,1722,19,11,9,1,63.3,0.9667,1,0,0,0.3214,1722
2019-11-30,1722,19,5,5,0,114.0,1.0,0,1,0,0.2083,1722
2019-12-31,1722,19,3,3,0,190.0,1.0,0,1,0,0.1364,1722
2020-01-31,1722,19,1,1,1,570.0,0.9667,1,1,0,0.05,1722
2020-02-29,1722,19,3,3,1,190.0,0.9667,1,1,0,0.1364,1722
2020-03-31,1722,20,8,7,0,85.7,1.0,0,0,0,0.2593,1722
2020-04-30,1722,21,8,7,1,90.0,0.9667,1,0,0,0.25,1722
2020-05-31,1722,21,3,3,2,210.0,0.9333,1,1,0,0.125,1722
2020-06-30,1722,24,28,25,4,28.8,0.8667,1,0,0,0.5102,1722
2020-07-31,1722,25,8,7,0,107.1,1.0,0,1,0,0.2188,1722
2020-08-31,1722,26,9,8,1,97.5,0.9667,1,1,0,0.2353,1722
2020-09-30,1722,27,8,7,0,115.7,1.0,0,1,0,0.2059,1722
2020-10-31,1722,27,2,2,1,405.0,0.9667,1,1,0,0.069,1722
2020-11-30,1722,27,3,3,0,270.0,1.0,0,1,0,0.1,1722
2020-12-31,1722,27,3,3,0,270.0,1.0,0,1,0,0.1,1722
2021-01-31,1722,27,4,4,1,202.5,0.9667,1,1,0,0.129,1722
2021-02-28,1722,27,3,3,1,270.0,0.9667,1,1,0,0.1,1722
2021-03-31,1722,27,7,7,0,115.7,1.0,0,1,0,0.2059,1722
2021-04-30,1722,28,12,11,2,76.4,0.9333,1,0,0,0.2821,1722
2021-05-31,1722,31,18,15,0,62.0,1.0,0,0,0,0.3261,1722
2021-06-30,1722,33,20,18,1,55.0,0.9667,1,0,0,0.3529,1722
2021-07-31,1722,36,15,12,2,90.0,0.9333,1,0,0,0.25,1722
2021-08-31,1722,41,24,19,1,64.7,0.9667,1,0,0,0.3167,1722
2021-09-30,1722,43,10,8,0,161.2,1.0,0,1,0,0.1569,1722
2021-10-31,1722,43,4,4,0,322.5,1.0,0,1,0,0.0851,1722
2021-11-30,1722,43,6,6,1,215.0,0.9667,1,1,0,0.1224,1722
2021-12-31,1722,44,10,9,2,146.7,0.9333,1,1,0,0.1698,1722
2022-01-31,1722,45,6,5,0,270.0,1.0,0,1,0,0.1,1722
2022-02-28,1722,47,14,12,0,117.5,1.0,0,1,0,0.2034,1722
2022-03-31,1722,48,13,12,2,120.0,0.9333,1,1,0,0.2,1722
2022-04-30,1722,50,12,10,2,150.0,0.9333,1,1,0,0.1667,1722
2022-05-31,1722,53,17,14,0,113.6,1.0,0,1,0,0.209,1722
2022-06-30,1722,57,20,16,1,106.9,0.9667,1,1,0,0.2192,1722
2022-07-31,1722,59,18,16,0,110.6,1.0,0,1,0,0.2133,1722
2022-08-31,1722,68,42,33,0,61.8,1.0,0,0,0,0.3267,1722
2022-09-30,1722,70,14,12,0,175.0,1.0,0,1,0,0.1463,1722
2022-10-31,1722,73,15,12,2,182.5,0.9333,1,1,0,0.1412,1722
2022-11-30,1722,73,4,4,2,547.5,0.9333,1,1,0,0.0519,1722
2022-12-31,1722,75,10,8,2,281.2,0.9333,1,1,0,0.0964,1722
2019-04-30,1725,3,1,1,1,90.0,0.9667,1,0,0,0.25,1725
2019-05-31,1725,3,2,2,2,45.0,0.9333,1,0,0,0.4,1725
2019-07-31,1725,3,2,2,1,45.0,0.9667,1,0,0,0.4,1725
2019-08-31,1725,3,2,2,0,45.0,1.0,0,0,0,0.4,1725
2019-09-30,1725,3,1,1,0,90.0,1.0,0,0,0,0.25,1725
2019-10-31,1725,3,1,1,2,90.0,0.9333,1,0,0,0.25,1725
2019-11-30,1725,3,2,2,1,45.0,0.9667,1,0,0,0.4,1725
2020-03-31,1725,3,1,1,2,90.0,0.9333,1,0,0,0.25,1725
2020-05-31,1725,3,1,1,2,90.0,0.9333,1,0,0,0.25,1725
2020-06-30,1725,3,1,1,0,90.0,1.0,0,0,0,0.25,1725
2020-07-31,1725,3,1,1,1,90.0,0.9667,1,0,0,0.25,1725
2021-04-30,1725,3,1,1,2,90.0,0.9333,1,0,0,0.25,1725
2021-06-30,1725,3,2,2,1,45.0,0.9667,1,0,0,0.4,1725
2021-07-31,1725,3,1,1,2,90.0,0.9333,1,0,0,0.25,1725
2022-06-30,1725,3,1,1,0,90.0,1.0,0,0,0,0.25,1725
2019-11-30,1726,3,1,1,0,90.0,1.0,0,0,0,0.25,1726
2022-05-31,1726,3,1,1,2,90.0,0.9333,1,0,0,0.25,1726
2022-06-30,1726,3,1,1,0,90.0,1.0,0,0,0,0.25,1726
2022-06-30,1727,12,4,4,2,90.0,0.9333,1,0,0,0.25,1727
2022-12-31,1727,12,2,2,0,180.0,1.0,0,1,0,0.1429,1727
2018-04-30,1728,3,1,1,0,90.0,1.0,0,0,0,0.25,1728
2018-06-30,1728,3,1,1,1,90.0,0.9667,1,0,0,0.25,1728
2018-07-31,1728,3,2,2,2,45.0,0.9333,1,0,0,0.4,1728
2018-08-31,1728,3,1,1,0,90.0,1.0,0,0,0,0.25,1728
2018-10-31,1728,3,1,1,0,90.0,1.0,0,0,0,0.25,1728
2019-02-28,1728,3,1,1,0,90.0,1.0,0,0,0,0.25,1728
2019-03-31,1728,3,3,3,0,30.0,1.0,0,0,0,0.5,1728
2019-04-30,1728,3,3,3,1,30.0,0.9667,1,0,0,0.5,1728
2019-05-31,1728,3,3,3,2,30.0,0.9333,1,0,0,0.5,1728
2019-06-30,1728,3,2,2,0,45.0,1.0,0,0,0,0.4,1728
2019-09-30,1728,3,1,1,0,90.0,1.0,0,0,0,0.25,1728
2019-10-31,1728,3,1,1,0,90.0,1.0,0,0,0,0.25,1728
2020-07-31,1728,3,1,1,0,90.0,1.0,0,0,0,0.25,1728
2020-08-31,1728,3,1,1,1,90.0,0.9667,1,0,0,0.25,1728
2020-09-30,1728,3,1,1,0,90.0,1.0,0,0,0,0.25,1728
2021-09-30,1728,3,1,1,2,90.0,0.9333,1,0,0,0.25,1728
2022-05-31,1728,3,1,1,1,90.0,0.9667,1,0,0,0.25,1728
2019-08-31,1729,3,1,1,1,90.0,0.9667,1,0,0,0.25,1729
2019-10-31,1729,3,1,1,2,90.0,0.9333,1,0,0,0.25,1729
2021-04-30,1729,3,1,1,2,90.0,0.9333,1,0,0,0.25,1729
2021-06-30,1729,3,1,1,0,90.0,1.0,0,0,0,0.25,1729
2021-07-31,1729,3,1,1,0,90.0,1.0,0,0,0,0.25,1729
2022-07-31,1729,3,1,1,2,90.0,0.9333,1,0,0,0.25,1729
2022-10-31,1729,3,1,1,2,90.0,0.9333,1,0,0,0.25,1729
2019-02-28,1730,6,2,2,0,90.0,1.0,0,0,0,0.25,1730
2019-09-30,1730,6,1,1,1,180.0,0.9667,1,1,0,0.1429,1730
2019-10-31,1730,6,2,2,1,90.0,0.9667,1,0,0,0.25,1730
2019-11-30,1730,6,1,1,1,180.0,0.9667,1,1,0,0.1429,1730
2020-02-29,1730,6,1,1,2,180.0,0.9333,1,1,0,0.1429,1730
2020-04-30,1730,6,1,1,2,180.0,0.9333,1,1,0,0.1429,1730
2020-07-31,1730,6,1,1,0,180.0,1.0,0,1,0,0.1429,1730
2020-08-31,1730,6,2,2,2,90.0,0.9333,1,0,0,0.25,1730
2021-06-30,1730,6,2,2,0,90.0,1.0,0,0,0,0.25,1730
2021-07-31,1730,6,3,3,2,60.0,0.9333,1,0,0,0.3333,1730
2021-08-31,1730,6,1,1,0,180.0,1.0,0,1,0,0.1429,1730
2021-09-30,1730,6,1,1,0,180.0,1.0,0,1,0,0.1429,1730
2022-06-30,1730,6,1,1,0,180.0,1.0,0,1,0,0.1429,1730
2019-03-31,1731,3,1,1,0,90.0,1.0,0,0,0,0.25,1731
2020-03-31,1731,3,1,1,2,90.0,0.9333,1,0,0,0.25,1731
2020-05-31,1731,3,1,1,2,90.0,0.9333,1,0,0,0.25,1731
2020-06-30,1731,3,1,1,2,90.0,0.9333,1,0,0,0.25,1731
2021-08-31,1731,3,1,1,1,90.0,0.9667,1,0,0,0.25,1731
2022-07-31,1731,3,1,1,1,90.0,0.9667,1,0,0,0.25,1731
2022-09-30,1732,6,2,2,1,90.0,0.9667,1,0,0,0.25,1732
2022-09-30,1733,6,2,2,2,90.0,0.9333,1,0,0,0.25,1733
2012-08-31,1734,9,3,3,1,90.0,0.9667,1,0,0,0.25,1734
2013-06-30,1734,9,1,1,0,270.0,1.0,0,1,0,0.1,1734
2014-03-31,1734,9,1,1,0,270.0,1.0,0,1,0,0.1,1734
2012-08-31,1735,9,3,3,2,90.0,0.9333,1,0,0,0.25,1735
2013-06-30,1735,9,1,1,2,270.0,0.9333,1,1,0,0.1,1735
2014-03-31,1735,9,1,1,1,270.0,0.9667,1,1,0,0.1,1735
2016-08-31,1740,9,3,3,2,90.0,0.9333,1,0,0,0.25,1740
2016-09-30,1740,9,2,2,2,135.0,0.9333,1,1,0,0.1818,1740
2016-10-31,1740,9,2,2,1,135.0,0.9667,1,1,0,0.1818,1740
2016-11-30,1740,9,2,2,1,135.0,0.9667,1,1,0,0.1818,1740
2016-12-31,1740,10,8,7,2,42.9,0.9333,1,0,0,0.4118,1740
2017-01-31,1740,10,2,2,0,150.0,1.0,0,1,0,0.1667,1740
2017-02-28,1740,10,1,1,2,300.0,0.9333,1,1,0,0.0909,1740
2017-03-31,1740,10,4,4,1,75.0,0.9667,1,0,0,0.2857,1740
2017-04-30,1740,10,2,2,0,150.0,1.0,0,1,0,0.1667,1740
2017-05-31,1740,10,2,2,0,150.0,1.0,0,1,0,0.1667,1740
2017-06-30,1740,10,4,4,2,75.0,0.9333,1,0,0,0.2857,1740
2017-07-31,1740,10,5,5,0,60.0,1.0,0,0,0,0.3333,1740
2017-08-31,1740,10,2,2,0,150.0,1.0,0,1,0,0.1667,1740
2017-09-30,1740,10,1,1,0,300.0,1.0,0,1,0,0.0909,1740
2017-10-31,1740,10,2,2,1,150.0,0.9667,1,1,0,0.1667,1740
2017-12-31,1740,10,5,5,1,60.0,0.9667,1,0,0,0.3333,1740
2018-01-31,1740,10,1,1,1,300.0,0.9667,1,1,0,0.0909,1740
2018-03-31,1740,10,2,2,0,150.0,1.0,0,1,0,0.1667,1740
2018-04-30,1740,10,2,2,1,150.0,0.9667,1,1,0,0.1667,1740
2018-05-31,1740,10,1,1,0,300.0,1.0,0,1,0,0.0909,1740
2018-06-30,1740,10,1,1,1,300.0,0.9667,1,1,0,0.0909,1740
2018-08-31,1740,10,2,2,2,150.0,0.9333,1,1,0,0.1667,1740
2018-10-31,1740,10,1,1,0,300.0,1.0,0,1,0,0.0909,1740
2018-11-30,1740,10,1,1,2,300.0,0.9333,1,1,0,0.0909,1740
2018-12-31,1740,10,1,1,0,300.0,1.0,0,1,0,0.0909,1740
2019-02-28,1740,10,1,1,1,300.0,0.9667,1,1,0,0.0909,1740
2019-06-30,1740,10,1,1,1,300.0,0.9667,1,1,0,0.0909,1740
2020-03-31,1740,10,1,1,2,300.0,0.9333,1,1,0,0.0909,1740
2020-04-30,1740,10,1,1,2,300.0,0.9333,1,1,0,0.0909,1740
2020-07-31,1740,10,2,2,2,150.0,0.9333,1,1,0,0.1667,1740
2020-09-30,1740,10,1,1,2,300.0,0.9333,1,1,0,0.0909,1740
2020-12-31,1740,10,1,1,2,300.0,0.9333,1,1,0,0.0909,1740
2021-02-28,1740,10,1,1,1,300.0,0.9667,1,1,0,0.0909,1740
2021-03-31,1740,10,2,2,1,150.0,0.9667,1,1,0,0.1667,1740
2021-06-30,1740,10,3,3,1,100.0,0.9667,1,1,0,0.2308,1740
2016-08-31,1741,9,3,3,2,90.0,0.9333,1,0,0,0.25,1741
2016-09-30,1741,9,2,2,1,135.0,0.9667,1,1,0,0.1818,1741
2016-10-31,1741,9,2,2,1,135.0,0.9667,1,1,0,0.1818,1741
2016-11-30,1741,9,2,2,1,135.0,0.9667,1,1,0,0.1818,1741
2016-12-31,1741,10,8,7,0,42.9,1.0,0,0,0,0.4118,1741
2017-01-31,1741,10,2,2,1,150.0,0.9667,1,1,0,0.1667,1741
2017-02-28,1741,10,1,1,2,300.0,0.9333,1,1,0,0.0909,1741
2017-03-31,1741,10,4,4,0,75.0,1.0,0,0,0,0.2857,1741
2017-04-30,1741,10,2,2,0,150.0,1.0,0,1,0,0.1667,1741
2017-05-31,1741,10,2,2,2,150.0,0.9333,1,1,0,0.1667,1741
2017-06-30,1741,10,4,4,0,75.0,1.0,0,0,0,0.2857,1741
2017-07-31,1741,10,5,5,1,60.0,0.9667,1,0,0,0.3333,1741
2017-08-31,1741,10,2,2,1,150.0,0.9667,1,1,0,0.1667,1741
2017-09-30,1741,10,1,1,0,300.0,1.0,0,1,0,0.0909,1741
2017-10-31,1741,10,2,2,1,150.0,0.9667,1,1,0,0.1667,1741
2017-12-31,1741,10,5,5,2,60.0,0.9333,1,0,0,0.3333,1741
2018-01-31,1741,10,1,1,1,300.0,0.9667,1,1,0,0.0909,1741
2018-03-31,1741,10,2,2,2,150.0,0.9333,1,1,0,0.1667,1741
2018-04-30,1741,10,2,2,1,150.0,0.9667,1,1,0,0.1667,1741
2018-05-31,1741,10,1,1,2,300.0,0.9333,1,1,0,0.0909,1741
2018-06-30,1741,10,1,1,2,300.0,0.9333,1,1,0,0.0909,1741
2018-08-31,1741,10,2,2,2,150.0,0.9333,1,1,0,0.1667,1741
2018-10-31,1741,10,1,1,1,300.0,0.9667,1,1,0,0.0909,1741
2018-11-30,1741,10,1,1,0,300.0,1.0,0,1,0,0.0909,1741
2018-12-31,1741,10,1,1,1,300.0,0.9667,1,1,0,0.0909,1741
2019-02-28,1741,10,1,1,2,300.0,0.9333,1,1,0,0.0909,1741
2019-06-30,1741,10,1,1,2,300.0,0.9333,1,1,0,0.0909,1741
2020-03-31,1741,10,1,1,2,300.0,0.9333,1,1,0,0.0909,1741
2020-04-30,1741,10,1,1,2,300.0,0.9333,1,1,0,0.0909,1741
2020-07-31,1741,10,2,2,2,150.0,0.9333,1,1,0,0.1667,1741
2020-09-30,1741,10,1,1,1,300.0,0.9667,1,1,0,0.0909,1741
2020-12-31,1741,10,1,1,1,300.0,0.9667,1,1,0,0.0909,1741
2021-02-28,1741,10,1,1,0,300.0,1.0,0,1,0,0.0909,1741
2021-03-31,1741,10,2,2,0,150.0,1.0,0,1,0,0.1667,1741
2021-06-30,1741,10,3,3,0,100.0,1.0,0,1,0,0.2308,1741
2018-10-31,1742,3,1,1,0,90.0,1.0,0,0,0,0.25,1742
2018-11-30,1742,3,1,1,0,90.0,1.0,0,0,0,0.25,1742
2018-12-31,1742,3,1,1,0,90.0,1.0,0,0,0,0.25,1742
2019-01-31,1742,3,3,3,0,30.0,1.0,0,0,0,0.5,1742
2019-03-31,1742,3,1,1,0,90.0,1.0,0,0,0,0.25,1742
2019-06-30,1742,3,1,1,1,90.0,0.9667,1,0,0,0.25,1742
2019-08-31,1742,3,2,2,2,45.0,0.9333,1,0,0,0.4,1742
2019-10-31,1742,3,2,2,1,45.0,0.9667,1,0,0,0.4,1742
2019-12-31,1742,3,1,1,1,90.0,0.9667,1,0,0,0.25,1742
2020-01-31,1742,3,1,1,0,90.0,1.0,0,0,0,0.25,1742
2020-06-30,1742,3,2,2,2,45.0,0.9333,1,0,0,0.4,1742
2020-07-31,1742,3,1,1,0,90.0,1.0,0,0,0,0.25,1742
2021-04-30,1742,3,1,1,1,90.0,0.9667,1,0,0,0.25,1742
2021-06-30,1742,3,1,1,1,90.0,0.9667,1,0,0,0.25,1742
2021-08-31,1742,3,1,1,0,90.0,1.0,0,0,0,0.25,1742
2021-10-31,1742,3,1,1,0,90.0,1.0,0,0,0,0.25,1742
2018-10-31,1743,3,1,1,1,90.0,0.9667,1,0,0,0.25,1743
2018-11-30,1743,3,1,1,0,90.0,1.0,0,0,0,0.25,1743
2018-12-31,1743,3,1,1,2,90.0,0.9333,1,0,0,0.25,1743
2019-01-31,1743,3,3,3,0,30.0,1.0,0,0,0,0.5,1743
2019-03-31,1743,3,1,1,2,90.0,0.9333,1,0,0,0.25,1743
2019-06-30,1743,3,1,1,2,90.0,0.9333,1,0,0,0.25,1743
2019-08-31,1743,3,2,2,1,45.0,0.9667,1,0,0,0.4,1743
2019-10-31,1743,3,2,2,2,45.0,0.9333,1,0,0,0.4,1743
2019-12-31,1743,3,1,1,2,90.0,0.9333,1,0,0,0.25,1743
