customer_id,signup_date,gender,age_group,acquisition_channel,locationszip
89658,2020-10-26,Male,25-34,paid_search,57065
89659,2021-11-27,Male,55+,organic_search,57065
89660,2022-02-26,Female,45-54,organic_search,57065
89663,2021-04-02,Female,35-44,paid_search,57066
89664,2021-03-16,Female,25-34,social_media,57066
89665,2022-08-07,Male,25-34,direct,57066
89667,2020-07-10,Female,55+,organic_search,57066
89668,2018-10-16,Male,45-54,email_campaign,57067
89669,2018-04-10,Male,25-34,email_campaign,57067
89671,2022-12-28,Male,55+,organic_search,57067
89673,2020-08-25,Female,25-34,email_campaign,57068
89674,2020-04-23,Female,35-44,paid_search,57068
89675,2020-02-28,Male,45-54,referral,57068
89676,2017-02-16,Female,25-34,email_campaign,57068
89677,2019-06-03,Female,35-44,email_campaign,57068
89678,2021-08-14,Male,18-24,referral,57069
89680,2020-08-25,Female,35-44,email_campaign,57069
89681,2021-11-07,Female,45-54,direct,57069
89682,2017-07-11,Non-binary,35-44,social_media,57069
89683,2015-08-05,Female,45-54,organic_search,57070
89684,2020-09-19,Male,25-34,social_media,57070
89685,2017-03-13,Male,35-44,organic_search,57070
89687,2022-07-08,Male,25-34,organic_search,57070
89688,2020-11-06,Male,18-24,paid_search,57071
89689,2018-01-18,Female,35-44,organic_search,57071
89690,2013-09-05,Female,25-34,paid_search,57071
89691,2017-05-07,Female,35-44,paid_search,57071
89692,2021-11-22,Male,55+,paid_search,57071
89693,2020-11-18,Male,35-44,email_campaign,57072
89694,2017-01-24,Male,35-44,organic_search,57072
89695,2017-10-02,Non-binary,35-44,organic_search,57072
89696,2014-02-19,Male,35-44,social_media,57072
89698,2021-10-03,Female,45-54,paid_search,57073
89699,2020-06-12,Female,18-24,email_campaign,57073
89701,2016-03-24,Male,55+,referral,57073
89702,2022-04-15,Female,25-34,social_media,57073
89703,2021-01-24,Male,35-44,social_media,57075
89704,2018-02-08,Male,25-34,paid_search,57075
89705,2020-05-24,Female,18-24,paid_search,57075
89706,2018-10-30,Female,18-24,email_campaign,57075
89708,2018-10-12,Female,45-54,organic_search,57076
89712,2020-02-29,Female,18-24,referral,57076
89713,2018-11-03,Male,45-54,email_campaign,57077
89714,2012-08-09,Female,35-44,organic_search,57077
89715,2020-11-12,Female,25-34,direct,57077
89716,2018-04-25,Female,25-34,referral,57077
89717,2019-11-07,Male,35-44,direct,57077
89718,2020-04-10,Female,18-24,social_media,57078
89719,2017-11-10,Male,35-44,organic_search,57078
89721,2020-07-12,Male,55+,paid_search,57078
89724,2018-12-16,Male,18-24,email_campaign,57101
89725,2021-04-07,Male,45-54,direct,57101
89726,2020-05-17,Female,35-44,referral,57101
89727,2017-06-25,Female,25-34,social_media,57101
89728,2018-09-04,Female,35-44,social_media,57103
89729,2019-08-30,Male,18-24,referral,57103
89730,2017-01-24,Non-binary,45-54,organic_search,57103
89731,2022-07-10,Female,35-44,paid_search,57103
89732,2018-08-12,Male,25-34,referral,57103
89733,2016-06-08,Female,35-44,organic_search,57104
89734,2020-06-07,Female,25-34,organic_search,57104
89736,2017-03-03,Male,25-34,direct,57104
89737,2017-11-24,Male,45-54,paid_search,57104
89740,2017-06-06,Male,25-34,referral,57105
89741,2013-02-10,Female,45-54,direct,57105
89742,2018-07-27,Female,35-44,social_media,57105
89744,2012-12-23,Male,25-34,organic_search,57106
89745,2019-03-27,Male,25-34,email_campaign,57106
89746,2015-03-12,Male,25-34,paid_search,57106
89747,2022-09-19,Female,45-54,organic_search,57106
89748,2018-05-09,Female,25-34,organic_search,57107
89749,2021-02-02,Female,25-34,paid_search,57107
89751,2017-06-12,Female,25-34,email_campaign,57107
89753,2018-10-28,Male,45-54,social_media,57108
89754,2019-06-29,Female,18-24,social_media,57108
89755,2020-04-02,Female,55+,referral,57108
89756,2018-09-08,Female,45-54,referral,57108
89757,2018-01-24,Male,18-24,referral,57108
89758,2019-06-03,Female,45-54,email_campaign,57109
89759,2020-04-14,Male,25-34,organic_search,57109
89760,2017-10-13,Male,25-34,referral,57109
89761,2021-12-10,Female,35-44,social_media,57109
89762,2012-12-23,Female,18-24,organic_search,57109
89763,2020-02-07,Male,18-24,referral,57110
89764,2021-12-04,Female,35-44,referral,57110
89766,2022-10-04,Female,25-34,social_media,57110
89767,2017-12-07,Female,35-44,social_media,57110
89769,2019-11-27,Male,45-54,paid_search,57201
89770,2021-06-25,Non-binary,18-24,email_campaign,57201
89771,2018-01-24,Male,35-44,social_media,57201
89773,2018-07-24,Female,35-44,social_media,57212
89775,2017-05-25,Male,18-24,referral,57212
89776,2021-03-23,Female,25-34,paid_search,57212
89777,2016-11-04,Female,25-34,social_media,57212
89778,2012-07-20,Male,55+,direct,57213
89779,2021-09-22,Male,45-54,referral,57213
89780,2018-07-02,Non-binary,25-34,organic_search,57213
89781,2015-09-19,Non-binary,35-44,paid_search,57213
89782,2019-08-18,Female,35-44,email_campaign,57213
89783,2016-09-11,Male,45-54,social_media,57216
89784,2016-06-10,Female,25-34,organic_search,57216
89785,2017-01-12,Male,45-54,paid_search,57216
89786,2021-06-29,Female,35-44,paid_search,57216
89787,2020-12-08,Female,18-24,organic_search,57216
89788,2013-08-31,Male,35-44,organic_search,57217
89789,2019-06-08,Female,18-24,email_campaign,57217
89791,2014-05-06,Female,25-34,organic_search,57217
89792,2022-09-13,Male,25-34,paid_search,57217
89794,2021-09-06,Female,55+,organic_search,57218
89795,2022-08-31,Male,25-34,referral,57218
89797,2019-10-27,Female,18-24,paid_search,57218
89798,2020-07-22,Female,35-44,paid_search,57219
89799,2018-10-24,Male,35-44,email_campaign,57219
89800,2014-11-06,Male,25-34,social_media,57219
89801,2019-07-19,Female,25-34,paid_search,57219
89802,2017-06-05,Male,55+,organic_search,57219
89803,2021-07-31,Female,35-44,referral,57220
89804,2022-10-15,Female,18-24,organic_search,57220
89805,2022-12-23,Male,18-24,paid_search,57220
89806,2016-04-11,Female,25-34,paid_search,57220
89807,2020-06-12,Female,18-24,direct,57220
89808,2013-01-09,Female,35-44,organic_search,57221
89811,2022-10-21,Male,55+,social_media,57221
89812,2016-11-24,Male,25-34,direct,57221
89813,2018-01-20,Female,55+,paid_search,57223
89814,2019-03-19,Male,25-34,organic_search,57223
89815,2018-10-24,Male,35-44,organic_search,57223
89817,2020-01-08,Female,18-24,organic_search,57223
89818,2020-11-22,Female,35-44,direct,57225
89819,2020-07-08,Female,35-44,referral,57225
89820,2019-09-16,Male,35-44,organic_search,57225
89821,2018-12-31,Male,25-34,organic_search,57225
89823,2022-05-22,Female,35-44,paid_search,57226
89826,2018-08-14,Male,45-54,paid_search,57226
89827,2020-07-18,Female,55+,social_media,57226
89828,2021-07-22,Male,35-44,paid_search,57231
89830,2018-11-01,Female,45-54,social_media,57231
89831,2020-10-16,Female,25-34,social_media,57231
89832,2014-11-12,Male,45-54,organic_search,57231
89833,2019-12-21,Female,45-54,email_campaign,57232
89834,2018-08-17,Female,55+,organic_search,57232
89835,2018-09-16,Male,18-24,email_campaign,57232
89836,2014-10-10,Male,25-34,email_campaign,57232
89837,2019-09-07,Female,35-44,organic_search,57232
89838,2021-06-19,Female,25-34,paid_search,57233
89839,2014-09-13,Male,35-44,email_campaign,57233
89840,2020-12-14,Male,55+,social_media,57233
89841,2021-12-17,Male,25-34,referral,57233
89842,2018-12-27,Female,25-34,email_campaign,57233
89843,2015-04-13,Female,55+,organic_search,57234
89844,2016-08-28,Female,35-44,organic_search,57234
89845,2016-10-24,Female,25-34,referral,57234
89847,2018-02-03,Female,25-34,social_media,57234
89848,2021-03-11,Male,25-34,email_campaign,57235
89849,2022-05-06,Female,25-34,paid_search,57235
89850,2020-03-23,Female,35-44,paid_search,57235
89851,2017-09-13,Female,45-54,organic_search,57235
89852,2021-02-21,Male,25-34,social_media,57235
89853,2018-11-17,Female,25-34,social_media,57236
89854,2021-07-23,Male,35-44,direct,57236
89855,2015-03-21,Female,25-34,email_campaign,57236
89856,2018-12-07,Male,55+,paid_search,57236
89857,2019-09-18,Female,18-24,organic_search,57236
89858,2015-11-13,Female,18-24,organic_search,57237
89859,2016-08-28,Female,35-44,paid_search,57237
89860,2021-07-05,Male,25-34,organic_search,57237
89862,2016-08-09,Female,18-24,paid_search,57237
89863,2022-10-08,Female,45-54,paid_search,57238
89864,2022-03-28,Male,25-34,direct,57238
89866,2022-10-08,Female,55+,email_campaign,57238
89867,2018-09-07,Male,18-24,organic_search,57238
89868,2014-04-23,Male,18-24,social_media,57241
89870,2020-01-08,Female,25-34,referral,57241
89872,2019-08-05,Male,45-54,paid_search,57241
89873,2018-10-21,Male,25-34,social_media,57242
89874,2017-02-03,Female,45-54,paid_search,57242
89876,2019-11-02,Non-binary,18-24,organic_search,57242
89877,2019-10-08,Male,35-44,organic_search,57242
89879,2017-11-02,Male,45-54,paid_search,57243
89880,2020-02-18,Male,25-34,paid_search,57243
89881,2021-02-14,Male,18-24,referral,57243
89882,2021-12-24,Female,25-34,social_media,57243
89883,2014-02-07,Male,25-34,organic_search,57245
89884,2017-06-08,Female,45-54,organic_search,57245
89886,2022-11-27,Female,18-24,paid_search,57245
89887,2018-09-06,Female,35-44,referral,57245
89888,2015-04-14,Female,25-34,referral,57246
89889,2021-09-01,Male,35-44,referral,57246
89890,2022-05-27,Female,35-44,organic_search,57246
89891,2018-05-14,Female,45-54,email_campaign,57246
89892,2017-12-04,Female,45-54,social_media,57246
89893,2020-06-03,Female,18-24,organic_search,57248
89894,2016-12-09,Male,35-44,paid_search,57248
89895,2013-03-06,Female,55+,organic_search,57248
89896,2016-01-24,Male,35-44,paid_search,57248
89897,2022-10-06,Female,25-34,email_campaign,57248
89898,2021-05-08,Male,35-44,paid_search,57249
89899,2013-11-24,Male,35-44,organic_search,57249
89900,2019-04-16,Male,45-54,referral,57249
89901,2017-03-11,Male,35-44,organic_search,57249
89902,2018-04-25,Male,25-34,social_media,57249
89903,2018-01-20,Male,25-34,email_campaign,57252
89904,2015-10-25,Female,55+,social_media,57252
89905,2019-06-20,Male,55+,referral,57252
89906,2021-02-03,Female,45-54,paid_search,57252
89907,2014-08-05,Male,45-54,direct,57252
89908,2021-09-06,Female,25-34,organic_search,57255
89909,2022-03-05,Male,45-54,paid_search,57255
89910,2022-04-02,Male,55+,social_media,57255
89911,2021-04-16,Male,25-34,referral,57255
89912,2016-01-26,Male,18-24,social_media,57255
89913,2022-04-04,Female,25-34,email_campaign,57257
89914,2017-06-07,Male,25-34,social_media,57257
89916,2020-12-31,Male,25-34,social_media,57257
89917,2017-01-21,Male,35-44,organic_search,57257
89918,2020-12-17,Female,55+,organic_search,57258
89920,2021-11-29,Non-binary,18-24,organic_search,57258
89921,2022-09-08,Female,45-54,social_media,57258
89922,2020-12-20,Female,45-54,social_media,57258
89923,2014-07-17,Male,25-34,referral,57260
89924,2018-06-26,Female,45-54,organic_search,57260
89926,2019-05-11,Male,25-34,organic_search,57260
89928,2017-12-01,Male,25-34,email_campaign,57261
89929,2021-01-30,Male,25-34,paid_search,57261
89930,2014-11-22,Male,55+,social_media,57261
89931,2021-08-12,Female,18-24,organic_search,57261
89932,2015-05-02,Female,35-44,social_media,57261
89933,2015-04-05,Male,45-54,organic_search,57262
89934,2021-07-24,Male,25-34,direct,57262
89935,2022-06-05,Female,35-44,social_media,57262
89936,2020-01-21,Female,35-44,direct,57262
89937,2018-07-05,Male,25-34,paid_search,57262
89938,2019-07-16,Female,35-44,direct,57265
89939,2018-02-20,Female,35-44,social_media,57265
89940,2020-06-09,Male,25-34,email_campaign,57265
89941,2022-09-05,Female,25-34,social_media,57265
89943,2020-07-27,Female,45-54,social_media,57266
89944,2018-05-29,Male,55+,paid_search,57266
89946,2017-12-28,Male,35-44,organic_search,57266
89947,2018-10-30,Female,45-54,email_campaign,57266
89949,2015-05-04,Male,55+,direct,57268
89950,2022-12-23,Male,25-34,email_campaign,57268
89951,2020-11-20,Male,45-54,paid_search,57268
89953,2022-10-04,Female,55+,social_media,57269
89954,2019-07-15,Male,18-24,organic_search,57269
89955,2022-01-12,Female,25-34,paid_search,57269
89959,2019-11-26,Male,25-34,organic_search,57270
89960,2022-05-18,Female,25-34,social_media,57270
89961,2014-01-30,Male,25-34,organic_search,57270
89962,2016-09-23,Female,25-34,direct,57270
89964,2018-05-28,Female,45-54,organic_search,57273
89965,2020-11-09,Female,18-24,social_media,57273
89966,2015-01-19,Female,55+,email_campaign,57273
89967,2022-11-04,Female,25-34,organic_search,57273
89969,2016-09-22,Female,45-54,social_media,57274
89970,2022-09-23,Male,35-44,social_media,57274
89971,2021-01-01,Male,35-44,social_media,57274
89972,2017-02-27,Female,18-24,direct,57274
89973,2020-05-14,Female,25-34,email_campaign,57276
89974,2022-03-15,Male,45-54,referral,57276
89975,2022-02-05,Male,55+,social_media,57276
89977,2017-06-15,Female,25-34,organic_search,57276
89978,2019-05-27,Male,55+,referral,57278
89981,2016-08-06,Male,25-34,direct,57278
89982,2018-02-10,Female,35-44,paid_search,57278
89983,2016-05-12,Female,25-34,referral,57279
89984,2021-02-16,Male,45-54,paid_search,57279
89985,2018-07-04,Male,55+,organic_search,57279
89987,2021-05-11,Female,18-24,paid_search,57279
89988,2014-07-04,Male,25-34,email_campaign,57301
89989,2020-08-23,Male,25-34,organic_search,57301
89990,2021-12-18,Female,25-34,paid_search,57301
89992,2014-10-26,Female,45-54,social_media,57301
89993,2021-04-26,Male,35-44,paid_search,57311
89994,2019-11-03,Female,35-44,organic_search,57311
89995,2019-08-27,Male,45-54,paid_search,57311
89996,2021-01-04,Female,35-44,organic_search,57311
89998,2015-04-29,Female,35-44,organic_search,57313
89999,2020-10-11,Female,35-44,organic_search,57313
90000,2017-09-08,Male,35-44,organic_search,57313
90002,2018-10-17,Male,18-24,referral,57313
90003,2016-12-22,Male,35-44,paid_search,57314
90004,2016-06-02,Female,45-54,social_media,57314
90006,2020-11-18,Male,18-24,email_campaign,57314
90008,2016-04-16,Female,35-44,social_media,57315
90009,2019-01-25,Male,45-54,social_media,57315
90010,2019-01-16,Male,25-34,paid_search,57315
90011,2019-02-24,Male,18-24,organic_search,57315
90012,2020-06-26,Female,55+,organic_search,57315
90013,2022-01-18,Male,45-54,social_media,57319
90014,2022-04-20,Female,55+,social_media,57319
90017,2019-12-02,Female,45-54,referral,57319
90018,2022-09-28,Male,18-24,email_campaign,57321
90019,2022-01-14,Male,18-24,paid_search,57321
90020,2021-12-06,Female,25-34,paid_search,57321
90022,2015-12-31,Female,25-34,paid_search,57321
90024,2018-10-10,Female,18-24,direct,57322
90025,2022-10-02,Female,25-34,organic_search,57322
90026,2018-06-03,Female,25-34,organic_search,57322
90028,2017-01-27,Female,45-54,referral,57324
90029,2022-12-22,Male,35-44,social_media,57324
90030,2021-01-18,Female,25-34,social_media,57324
90031,2018-06-06,Female,35-44,paid_search,57324
90032,2022-09-04,Female,18-24,referral,57324
90033,2021-12-28,Female,18-24,paid_search,57325
90034,2012-02-29,Female,25-34,direct,57325
90035,2019-04-29,Female,18-24,social_media,57325
90037,2015-05-20,Female,25-34,paid_search,57325
90039,2018-09-12,Female,25-34,social_media,57328
90040,2018-07-13,Male,25-34,organic_search,57328
90041,2021-01-12,Male,18-24,paid_search,57328
90043,2017-10-01,Male,18-24,social_media,57329
90044,2013-09-09,Male,18-24,paid_search,57329
90045,2022-05-13,Male,35-44,paid_search,57329
90046,2022-11-03,Non-binary,25-34,organic_search,57329
90048,2022-06-02,Male,25-34,email_campaign,57330
90049,2020-07-09,Female,45-54,organic_search,57330
90051,2019-02-21,Male,25-34,organic_search,57330
90052,2019-03-01,Male,25-34,referral,57330
90053,2017-04-18,Female,55+,social_media,57332
90054,2018-12-14,Female,45-54,organic_search,57332
90055,2018-04-12,Male,25-34,referral,57332
90056,2016-11-08,Female,18-24,paid_search,57332
90057,2022-04-23,Male,25-34,email_campaign,57332
90059,2022-02-28,Non-binary,25-34,referral,57334
90061,2021-08-19,Non-binary,35-44,direct,57334
90062,2021-04-02,Female,35-44,organic_search,57334
90063,2021-12-23,Female,55+,email_campaign,57337
90065,2016-07-29,Female,25-34,direct,57337
90066,2022-11-24,Female,35-44,organic_search,57337
90067,2013-02-11,Female,25-34,organic_search,57337
90068,2017-10-18,Female,25-34,organic_search,57339
90069,2016-08-25,Male,45-54,organic_search,57339
90070,2017-02-13,Female,45-54,email_campaign,57339
90071,2022-02-09,Female,18-24,paid_search,57339
90072,2019-08-06,Male,25-34,social_media,57339
90073,2016-07-07,Male,35-44,paid_search,57340
90074,2018-07-24,Male,45-54,paid_search,57340
90076,2022-07-24,Female,35-44,social_media,57340
90077,2020-10-18,Female,45-54,direct,57340
90078,2019-02-06,Male,55+,organic_search,57342
90079,2019-11-13,Male,25-34,email_campaign,57342
90080,2022-08-04,Female,55+,paid_search,57342
90082,2017-12-19,Female,35-44,organic_search,57342
90083,2018-03-03,Male,25-34,referral,57345
90084,2015-06-18,Female,35-44,referral,57345
90085,2022-02-27,Female,45-54,email_campaign,57345
90086,2016-04-03,Non-binary,25-34,referral,57345
90087,2015-12-23,Female,35-44,organic_search,57345
90088,2017-01-24,Male,45-54,direct,57348
90089,2018-11-21,Male,35-44,paid_search,57348
90090,2022-10-28,Male,25-34,paid_search,57348
90092,2017-03-01,Male,55+,social_media,57348
90093,2020-01-21,Female,45-54,social_media,57349
90094,2022-04-06,Female,25-34,organic_search,57349
90095,2019-09-27,Male,55+,referral,57349
90096,2022-04-15,Female,35-44,referral,57349
90097,2020-04-27,Male,35-44,organic_search,57349
90098,2014-07-08,Female,18-24,paid_search,57350
90100,2013-02-06,Female,35-44,direct,57350
90101,2018-11-03,Female,25-34,email_campaign,57350
90102,2022-06-19,Female,35-44,email_campaign,57350
90103,2022-08-21,Female,55+,social_media,57355
90104,2017-06-03,Female,25-34,paid_search,57355
90106,2021-06-04,Female,35-44,referral,57355
90107,2020-03-24,Male,35-44,social_media,57355
90108,2019-11-11,Female,25-34,social_media,57356
90109,2019-12-23,Female,25-34,email_campaign,57356
90110,2019-11-14,Female,18-24,social_media,57356
90111,2016-07-27,Female,18-24,email_campaign,57356
90113,2020-11-27,Male,18-24,social_media,57359
90114,2021-10-18,Female,45-54,social_media,57359
90115,2019-04-08,Female,35-44,organic_search,57359
90116,2019-03-08,Female,45-54,referral,57359
90119,2017-08-01,Female,35-44,paid_search,57362
90123,2017-09-11,Female,18-24,organic_search,57363
90124,2021-11-30,Female,55+,direct,57363
90125,2021-05-11,Female,55+,paid_search,57363
90126,2019-06-25,Female,35-44,paid_search,57363
90128,2020-10-22,Male,25-34,paid_search,57365
90129,2021-06-06,Female,25-34,email_campaign,57365
90131,2018-09-09,Male,18-24,social_media,57365
90132,2020-07-13,Female,25-34,paid_search,57365
90133,2013-04-06,Female,25-34,email_campaign,57366
90134,2020-10-23,Female,18-24,paid_search,57366
90137,2016-08-27,Male,45-54,social_media,57366
90138,2016-03-14,Female,18-24,referral,57367
90139,2022-06-04,Female,35-44,email_campaign,57367
90140,2018-03-23,Female,18-24,social_media,57367
90142,2019-05-13,Male,25-34,email_campaign,57367
90144,2021-02-22,Male,35-44,direct,57368
90145,2020-10-11,Male,25-34,organic_search,57368
90148,2017-09-05,Male,25-34,social_media,57369
90150,2014-05-21,Male,35-44,organic_search,57369
90151,2021-03-15,Male,25-34,organic_search,57369
90152,2022-07-10,Female,35-44,organic_search,57369
90155,2020-02-10,Male,35-44,email_campaign,57370
90157,2021-06-04,Male,45-54,paid_search,57370
90158,2015-02-16,Male,25-34,social_media,57371
90161,2020-11-08,Male,35-44,direct,57371
90162,2021-02-18,Male,45-54,organic_search,57371
90163,2021-11-26,Male,55+,referral,57375
90164,2020-03-21,Male,35-44,paid_search,57375
90165,2020-03-18,Female,35-44,paid_search,57375
90166,2022-12-05,Female,25-34,paid_search,57375
90167,2017-07-20,Male,25-34,social_media,57375
90168,2022-10-17,Female,25-34,referral,57376
90171,2021-07-29,Female,45-54,paid_search,57376
90172,2022-04-24,Female,35-44,paid_search,57376
90173,2014-08-04,Male,25-34,paid_search,57379
90174,2022-06-17,Male,18-24,social_media,57379
90175,2016-02-10,Female,25-34,social_media,57379
90176,2022-06-21,Male,35-44,paid_search,57379
90177,2019-03-01,Male,55+,email_campaign,57379
90178,2017-03-09,Female,25-34,organic_search,57380
90179,2020-05-09,Male,18-24,organic_search,57380
90181,2021-08-30,Male,35-44,organic_search,57380
90183,2021-10-01,Male,25-34,organic_search,57381
90184,2013-08-09,Male,45-54,social_media,57381
90185,2013-01-27,Male,25-34,organic_search,57381
90188,2017-05-20,Female,55+,organic_search,57382
90189,2019-04-19,Male,25-34,social_media,57382
90191,2018-08-03,Female,25-34,organic_search,57382
90192,2019-10-29,Female,25-34,social_media,57382
90194,2018-10-19,Non-binary,35-44,organic_search,57383
90195,2022-04-06,Female,35-44,organic_search,57383
90196,2021-03-28,Female,55+,social_media,57383
90197,2016-04-13,Female,55+,organic_search,57383
90198,2018-08-09,Female,25-34,paid_search,57384
90199,2019-09-19,Male,18-24,paid_search,57384
90201,2018-10-13,Male,45-54,social_media,57384
90202,2012-06-09,Male,25-34,email_campaign,57384
90204,2020-11-06,Male,45-54,referral,57385
90205,2020-12-15,Male,18-24,organic_search,57385
90206,2015-10-21,Male,55+,paid_search,57385
90207,2018-02-15,Female,45-54,organic_search,57385
90208,2016-05-14,Female,25-34,organic_search,57386
90209,2022-04-21,Male,18-24,social_media,57386
90210,2018-08-25,Male,45-54,paid_search,57386
90211,2017-06-03,Male,45-54,referral,57386
90212,2021-04-18,Female,45-54,email_campaign,57386
90213,2012-05-17,Male,35-44,social_media,57401
90214,2020-07-04,Female,45-54,social_media,57401
90215,2020-08-28,Male,45-54,email_campaign,57401
90216,2016-11-22,Male,25-34,direct,57401
90217,2018-11-02,Male,18-24,organic_search,57401
90218,2018-01-15,Female,55+,social_media,57402
90219,2013-05-24,Male,55+,organic_search,57402
90220,2021-05-28,Female,25-34,email_campaign,57402
90221,2022-09-15,Male,25-34,direct,57402
90222,2018-11-27,Male,25-34,referral,57402
90223,2016-12-24,Female,18-24,direct,57420
90224,2017-12-04,Female,45-54,social_media,57420
90225,2013-10-06,Female,45-54,direct,57420
90226,2015-09-04,Female,55+,organic_search,57420
90228,2022-10-26,Female,35-44,social_media,57422
90229,2015-02-28,Male,25-34,social_media,57422
90230,2021-04-11,Male,35-44,paid_search,57422
90231,2017-11-14,Male,45-54,direct,57422
90233,2022-06-26,Female,18-24,organic_search,57424
90234,2021-10-21,Male,25-34,referral,57424
90235,2015-01-20,Female,35-44,organic_search,57424
90236,2017-09-23,Male,35-44,social_media,57424
90237,2016-12-18,Female,55+,paid_search,57424
90238,2018-08-06,Male,45-54,organic_search,57426
90239,2017-02-03,Male,35-44,organic_search,57426
90241,2021-05-28,Female,35-44,paid_search,57426
90242,2017-10-12,Female,25-34,social_media,57426
90243,2019-11-09,Non-binary,25-34,direct,57427
90244,2018-01-29,Male,35-44,social_media,57427
90245,2022-05-21,Female,25-34,email_campaign,57427
90246,2016-09-17,Female,45-54,paid_search,57427
90247,2018-08-06,Female,35-44,email_campaign,57427
90249,2013-09-27,Female,25-34,paid_search,57428
90250,2020-12-18,Male,25-34,organic_search,57428
90255,2022-04-10,Female,55+,direct,57429
90256,2021-05-11,Female,35-44,social_media,57429
90258,2018-12-16,Male,25-34,social_media,57430
90259,2022-09-20,Male,45-54,paid_search,57430
90262,2016-08-24,Female,55+,referral,57430
90263,2019-06-26,Male,45-54,email_campaign,57433
90264,2021-04-04,Male,25-34,paid_search,57433
90265,2022-08-22,Female,35-44,organic_search,57433
90266,2012-11-23,Male,18-24,referral,57433
90267,2022-06-11,Female,25-34,email_campaign,57433
90270,2015-05-25,Male,35-44,organic_search,57434
90271,2022-09-29,Female,18-24,referral,57434
90273,2017-09-08,Female,25-34,social_media,57436
90274,2020-08-02,Female,45-54,direct,57436
90275,2014-12-09,Male,18-24,social_media,57436
90276,2020-05-08,Female,18-24,social_media,57436
90277,2021-09-26,Female,45-54,organic_search,57436
90278,2016-02-24,Male,55+,social_media,57437
90279,2014-03-22,Female,35-44,email_campaign,57437
90280,2020-07-10,Male,25-34,paid_search,57437
90281,2018-04-07,Female,45-54,direct,57437
90284,2021-09-26,Female,45-54,email_campaign,57438
90285,2021-08-15,Male,45-54,organic_search,57438
90286,2017-10-11,Female,25-34,paid_search,57438
90287,2017-02-20,Female,45-54,organic_search,57438
90289,2020-05-09,Female,45-54,paid_search,57441
90290,2019-06-16,Female,35-44,organic_search,57441
90291,2021-08-23,Female,45-54,paid_search,57441
90292,2019-05-24,Female,18-24,organic_search,57441
90293,2013-08-15,Male,25-34,email_campaign,57442
90296,2016-10-21,Female,45-54,direct,57442
90298,2018-10-28,Female,25-34,paid_search,57445
90300,2014-05-13,Male,45-54,organic_search,57445
90301,2021-11-24,Male,25-34,organic_search,57445
90302,2020-10-04,Female,35-44,referral,57445
90303,2017-09-11,Male,35-44,email_campaign,57446
90304,2013-02-16,Male,25-34,paid_search,57446
90307,2017-02-21,Male,35-44,paid_search,57446
90308,2013-12-19,Male,55+,social_media,57448
90309,2016-05-24,Female,35-44,referral,57448
90310,2018-08-09,Male,18-24,paid_search,57448
90312,2022-03-29,Female,45-54,email_campaign,57448
90313,2022-06-14,Female,55+,organic_search,57449
90314,2021-01-05,Female,25-34,organic_search,57449
90315,2016-07-16,Male,35-44,social_media,57449
90317,2021-04-09,Female,25-34,social_media,57449
90318,2019-08-25,Female,25-34,paid_search,57450
90319,2015-05-09,Female,45-54,referral,57450
90320,2016-04-18,Male,25-34,organic_search,57450
90321,2020-05-25,Male,35-44,social_media,57450
90322,2017-10-24,Male,45-54,email_campaign,57450
90323,2020-08-31,Male,45-54,paid_search,57451
90325,2018-05-31,Male,18-24,organic_search,57451
90327,2019-11-29,Female,35-44,organic_search,57451
90329,2021-01-10,Female,55+,organic_search,57454
90330,2022-10-15,Female,35-44,organic_search,57454
90331,2019-08-09,Male,35-44,organic_search,57454
90332,2022-04-02,Female,35-44,organic_search,57454
90333,2021-01-16,Male,35-44,organic_search,57456
90335,2021-10-16,Female,25-34,paid_search,57456
90336,2020-04-25,Female,18-24,organic_search,57456
90337,2015-09-03,Male,18-24,organic_search,57456
90338,2021-12-20,Male,45-54,referral,57460
90339,2019-08-16,Female,25-34,paid_search,57460
90340,2014-02-19,Non-binary,35-44,social_media,57460
90341,2021-03-13,Female,55+,organic_search,57460
90343,2022-10-13,Male,45-54,direct,57461
90346,2017-01-14,Male,35-44,organic_search,57461
90348,2017-03-02,Male,25-34,paid_search,57465
90349,2021-06-21,Female,45-54,direct,57465
90350,2018-11-09,Female,18-24,direct,57465
90351,2017-01-05,Male,25-34,organic_search,57465
90352,2022-12-20,Female,25-34,paid_search,57465
90353,2021-01-21,Male,25-34,email_campaign,57466
90355,2017-02-17,Female,35-44,organic_search,57466
90356,2018-09-12,Male,25-34,social_media,57466
90357,2017-04-30,Male,45-54,organic_search,57466
90358,2017-12-29,Female,55+,referral,57467
90359,2016-09-24,Male,35-44,email_campaign,57467
90360,2017-09-02,Male,45-54,email_campaign,57467
90361,2021-07-27,Male,35-44,paid_search,57467
90362,2021-12-21,Male,35-44,paid_search,57467
90364,2014-12-20,Male,35-44,referral,57469
90365,2015-10-14,Male,45-54,organic_search,57469
90366,2017-05-05,Male,25-34,email_campaign,57469
90367,2021-04-06,Female,25-34,organic_search,57469
90369,2022-12-05,Male,45-54,referral,57470
90370,2018-01-24,Male,18-24,paid_search,57470
90371,2018-06-21,Female,35-44,organic_search,57470
90373,2020-05-28,Male,55+,paid_search,57471
90375,2017-12-02,Female,25-34,email_campaign,57471
90377,2022-08-08,Male,55+,email_campaign,57471
90378,2016-10-27,Male,25-34,organic_search,57472
90379,2022-11-14,Male,35-44,organic_search,57472
