review_id,review_date,rating,review_title,customerscustomer_id,productsproduct_id
REV-0050279,2015-05-21,3,Mixed feelings,143238,490
REV-0050280,2015-05-15,5,Very satisfied,138668,780
REV-0050281,2015-05-20,5,Highly recommend,139487,2262
REV-0050282,2015-06-04,5,Highly recommend,133516,647
REV-0050283,2015-05-17,3,"Decent, nothing special",134960,993
REV-0050284,2015-05-15,3,"Decent, nothing special",136250,730
REV-0050285,2015-05-20,5,Great quality,137418,1187
REV-0050286,2015-05-08,5,Excellent product!,136667,777
REV-0050287,2015-05-12,4,Solid choice,136766,791
REV-0050288,2015-05-27,4,Happy with purchase,136766,792
REV-0050289,2015-05-14,2,Some issues,147160,779
REV-0050290,2015-05-24,4,Works well,147160,780
REV-0050291,2015-05-05,3,"Decent, nothing special",149061,2192
REV-0050292,2015-05-22,4,Solid choice,147946,2234
REV-0050293,2015-06-04,5,Highly recommend,59161,2332
REV-0050294,2015-05-31,2,Below expectations,59374,2331
REV-0050295,2015-05-30,1,Would not recommend,59959,777
REV-0050296,2015-05-06,4,Works well,58173,992
REV-0050298,2015-06-05,5,Great quality,40582,93
REV-0050299,2015-05-14,2,Below expectations,40679,635
REV-0050300,2015-05-13,3,Mixed feelings,41992,681
REV-0050301,2015-05-20,1,Not as described,12587,1819
REV-0050302,2015-05-14,5,Very satisfied,12387,1120
REV-0050303,2015-05-18,1,Very disappointed,14716,793
REV-0050304,2015-06-04,5,Very satisfied,16434,977
REV-0050305,2015-05-15,5,Very satisfied,16969,2355
REV-0050306,2015-05-19,4,Good overall,9910,735
REV-0050307,2015-05-14,5,Highly recommend,1555,2213
REV-0050309,2015-05-15,3,Average product,6052,826
REV-0050310,2015-05-24,5,Highly recommend,6888,927
REV-0050311,2015-05-17,4,Works well,4747,1182
REV-0050312,2015-05-11,4,Works well,4196,826
REV-0050314,2015-05-28,5,Excellent product!,4348,600
REV-0050316,2015-06-06,4,Happy with purchase,43756,989
REV-0050317,2015-05-10,5,Highly recommend,65474,780
REV-0050318,2015-05-30,5,Great quality,65599,675
REV-0050319,2015-06-04,4,Good overall,39809,1086
REV-0050320,2015-05-10,4,Happy with purchase,50344,2214
REV-0050321,2015-05-27,5,Great quality,50471,927
REV-0050322,2015-05-12,5,Very satisfied,50708,2235
REV-0050323,2015-05-06,5,Excellent product!,50845,1085
REV-0050326,2015-06-09,5,Excellent product!,62165,854
REV-0050327,2015-05-18,2,Below expectations,62424,965
REV-0050328,2015-05-24,5,Very satisfied,54279,2380
REV-0050329,2015-06-01,5,Great quality,20914,989
REV-0050330,2015-05-10,5,Great quality,22127,2180
REV-0050331,2015-06-04,5,Very satisfied,17929,2214
REV-0050332,2015-05-18,4,Solid choice,18040,1085
REV-0050333,2015-05-25,2,Some issues,18581,967
REV-0050334,2015-05-12,5,Highly recommend,23030,2355
REV-0050335,2015-05-29,3,Average product,20448,2237
REV-0050336,2015-05-28,3,Mixed feelings,70580,635
REV-0050337,2015-05-05,4,Good overall,71023,475
REV-0050339,2015-05-08,5,Very satisfied,45886,2384
REV-0050340,2015-05-21,4,Works well,46229,992
REV-0050342,2015-05-16,4,Good overall,23928,922
REV-0050345,2015-05-14,4,Happy with purchase,113552,2359
REV-0050346,2015-05-14,1,Not as described,35421,2334
REV-0050349,2015-05-25,4,Good overall,29938,2332
REV-0050350,2015-06-07,5,Excellent product!,30119,778
REV-0050351,2015-05-15,5,Highly recommend,30576,641
REV-0050352,2015-06-10,5,Excellent product!,30663,2234
REV-0050355,2015-05-20,5,Highly recommend,33786,115
REV-0050356,2015-06-09,5,Excellent product!,32591,989
REV-0050357,2015-05-21,5,Great quality,87643,762
REV-0050358,2015-05-21,4,Happy with purchase,115590,977
REV-0050359,2015-06-04,4,Good overall,115671,460
REV-0050360,2015-05-13,3,"Decent, nothing special",115767,691
REV-0050362,2015-05-08,4,Solid choice,116338,396
REV-0050363,2015-05-11,3,"Decent, nothing special",103480,2388
REV-0050364,2015-06-01,5,Very satisfied,88706,990
REV-0050367,2015-05-30,5,Highly recommend,91194,1085
REV-0050368,2015-05-08,4,Good overall,91621,782
REV-0050369,2015-05-28,3,Average product,156998,605
REV-0050370,2015-05-10,1,Very disappointed,157018,2223
REV-0050371,2015-06-02,5,Very satisfied,117806,604
REV-0050372,2015-06-01,5,Highly recommend,118062,2269
REV-0050373,2015-05-27,5,Very satisfied,118216,2212
REV-0050374,2015-05-24,3,Average product,121404,422
REV-0050375,2015-05-16,4,Solid choice,122235,2396
REV-0050376,2015-05-22,5,Great quality,83611,895
REV-0050377,2015-05-07,4,Works well,85687,946
REV-0050378,2015-05-28,2,Below expectations,94891,2388
REV-0050379,2015-05-15,4,Works well,100386,792
REV-0050380,2015-05-15,5,Very satisfied,100634,733
REV-0050381,2015-05-12,4,Happy with purchase,97506,976
REV-0050382,2015-05-12,5,Excellent product!,92363,641
REV-0050384,2015-05-26,1,Very disappointed,93473,657
REV-0050386,2015-05-05,5,Very satisfied,125539,604
REV-0050387,2015-05-17,5,Very satisfied,128110,2402
REV-0050388,2015-06-03,4,Happy with purchase,132067,1009
REV-0050389,2015-05-12,4,Good overall,128185,826
REV-0050391,2015-05-14,4,Solid choice,108906,800
REV-0050392,2015-05-20,5,Very satisfied,106749,793
REV-0050393,2015-05-17,4,Happy with purchase,87252,604
REV-0050394,2015-05-10,5,Highly recommend,155324,733
REV-0050396,2015-06-02,4,Solid choice,156145,791
REV-0050397,2015-05-31,4,Works well,154156,733
REV-0050398,2015-05-05,4,Works well,154682,759
REV-0050399,2015-05-28,2,Some issues,142891,2355
REV-0050400,2015-05-25,3,Mixed feelings,142973,2254
REV-0050401,2015-06-01,5,Excellent product!,143080,759
REV-0050402,2015-05-25,4,Works well,143091,1009
REV-0050403,2015-05-21,5,Excellent product!,144660,1453
REV-0050404,2015-05-20,2,Some issues,145996,854
REV-0050405,2015-05-25,5,Very satisfied,113354,2332
REV-0050406,2015-06-04,5,Highly recommend,151943,733
REV-0050410,2015-05-09,2,Some issues,140934,791
REV-0050411,2015-05-13,3,Mixed feelings,137616,791
REV-0050412,2015-06-06,4,Good overall,137627,2332
REV-0050414,2015-05-21,5,Very satisfied,139058,675
REV-0050415,2015-05-06,5,Great quality,139100,764
REV-0050417,2015-05-11,4,Happy with purchase,139501,793
REV-0050418,2015-05-31,3,"Decent, nothing special",132630,1098
REV-0050419,2015-05-19,5,Excellent product!,133851,791
REV-0050420,2015-05-26,5,Very satisfied,134624,2332
REV-0050421,2015-05-20,4,Good overall,134650,2379
REV-0050422,2015-05-25,1,Would not recommend,134961,1230
REV-0050424,2015-05-15,1,Very disappointed,137403,644
REV-0050425,2015-05-20,5,Excellent product!,137312,2262
REV-0050426,2015-05-15,5,Great quality,146837,1228
REV-0050428,2015-05-19,3,"Decent, nothing special",149044,977
REV-0050429,2015-05-10,4,Happy with purchase,149640,907
REV-0050430,2015-05-24,5,Great quality,150188,2295
REV-0050431,2015-06-03,4,Good overall,58400,1989
REV-0050433,2015-05-29,5,Highly recommend,57821,981
REV-0050435,2015-05-16,5,Great quality,57016,2098
REV-0050436,2015-05-12,5,Excellent product!,57066,2355
REV-0050440,2015-05-05,2,Below expectations,40841,2098
REV-0050441,2015-05-07,3,Average product,41933,2045
REV-0050442,2015-05-12,3,"Decent, nothing special",42009,2045
REV-0050443,2015-05-08,4,Solid choice,12655,791
REV-0050444,2015-05-17,5,Highly recommend,12654,792
REV-0050445,2015-06-02,5,Highly recommend,8782,2213
REV-0050446,2015-05-27,5,Very satisfied,10976,2388
REV-0050447,2015-05-27,5,Very satisfied,12036,2236
REV-0050448,2015-05-20,4,Works well,12138,2388
REV-0050449,2015-05-21,4,Good overall,8816,2045
REV-0050450,2015-05-06,5,Great quality,15785,977
REV-0050453,2015-05-20,5,Very satisfied,9310,778
REV-0050456,2015-06-06,5,Excellent product!,2787,735
REV-0050458,2015-05-18,4,Works well,279,1483
REV-0050460,2015-05-10,4,Good overall,945,605
REV-0050463,2015-06-01,5,Highly recommend,6571,1964
REV-0050465,2015-05-19,4,Works well,6762,702
REV-0050466,2015-05-12,4,Good overall,7079,977
REV-0050467,2015-05-11,5,Highly recommend,8133,2093
REV-0050468,2015-05-21,4,Works well,4048,791
REV-0050469,2015-05-26,5,Very satisfied,4671,2045
REV-0050470,2015-05-10,3,Mixed feelings,4350,793
REV-0050471,2015-05-31,5,Highly recommend,4350,794
REV-0050472,2015-05-08,2,Below expectations,64335,635
REV-0050473,2015-05-10,5,Great quality,44397,1009
REV-0050474,2015-05-20,5,Great quality,66382,2234
REV-0050475,2015-06-02,3,"Decent, nothing special",66497,794
REV-0050476,2015-06-01,4,Happy with purchase,67807,1962
REV-0050477,2015-05-27,4,Solid choice,72226,993
REV-0050478,2015-05-25,5,Very satisfied,37327,1935
REV-0050479,2015-05-20,4,Happy with purchase,38322,2353
REV-0050480,2015-06-04,5,Great quality,39694,2093
REV-0050481,2015-05-26,4,Good overall,49765,778
REV-0050482,2015-05-29,5,Very satisfied,50796,2016
REV-0050484,2015-06-04,4,Works well,51100,826
REV-0050486,2015-05-17,5,Highly recommend,51540,2255
REV-0050487,2015-05-20,5,Excellent product!,52114,467
REV-0050488,2015-05-08,5,Very satisfied,52346,604
REV-0050490,2015-05-19,5,Highly recommend,62425,2253
REV-0050493,2015-05-18,4,Good overall,53840,2054
REV-0050494,2015-05-24,5,Highly recommend,61452,683
REV-0050496,2015-05-11,5,Excellent product!,21024,993
REV-0050497,2015-05-27,5,Great quality,21055,977
REV-0050499,2015-05-28,5,Excellent product!,21902,2054
REV-0050500,2015-05-11,5,Excellent product!,22257,1994
REV-0050501,2015-06-07,5,Highly recommend,17372,1425
REV-0050502,2015-05-30,1,Very disappointed,17372,1426
REV-0050503,2015-05-27,4,Good overall,18043,781
REV-0050504,2015-05-17,4,Works well,18205,2016
REV-0050505,2015-05-17,4,Works well,18329,1597
REV-0050508,2015-06-09,3,"Decent, nothing special",18651,2090
REV-0050509,2015-05-26,4,Works well,18938,2086
REV-0050510,2015-05-31,5,Great quality,20190,778
REV-0050511,2015-05-10,4,Solid choice,22973,2376
REV-0050512,2015-05-24,5,Excellent product!,73146,2332
REV-0050514,2015-06-01,1,Very disappointed,46648,2380
REV-0050515,2015-05-28,5,Great quality,46683,1588
REV-0050516,2015-06-01,4,Good overall,46333,2071
REV-0050517,2015-05-27,4,Good overall,45384,793
REV-0050519,2015-05-13,1,Would not recommend,72715,2254
REV-0050520,2015-05-20,1,Very disappointed,25527,2092
REV-0050522,2015-05-17,5,Very satisfied,28513,2354
REV-0050523,2015-06-07,5,Excellent product!,28653,396
REV-0050524,2015-05-16,5,Highly recommend,28792,467
REV-0050525,2015-05-19,4,Good overall,24123,792
REV-0050528,2015-05-31,3,"Decent, nothing special",24706,177
REV-0050529,2015-05-23,5,Excellent product!,24794,794
REV-0050530,2015-05-26,2,Some issues,35224,782
REV-0050531,2015-05-25,4,Good overall,36505,2090
REV-0050532,2015-06-03,1,Would not recommend,29633,1426
REV-0050533,2015-05-31,4,Happy with purchase,29901,2054
REV-0050535,2015-05-09,2,Would not reorder,30060,475
REV-0050536,2015-05-13,4,Solid choice,30058,475
REV-0050537,2015-05-17,5,Highly recommend,30271,2094
REV-0050538,2015-05-16,5,Excellent product!,30327,2045
REV-0050541,2015-05-09,2,Some issues,31715,2213
REV-0050543,2015-06-07,4,Solid choice,31973,793
REV-0050545,2015-05-16,4,Happy with purchase,32790,792
REV-0050546,2015-05-19,1,Poor quality,32803,2332
REV-0050548,2015-05-23,4,Happy with purchase,115629,1815
REV-0050549,2015-05-19,4,Works well,114338,2056
REV-0050550,2015-05-12,4,Works well,114378,396
REV-0050551,2015-05-26,5,Highly recommend,114618,966
REV-0050556,2015-05-12,5,Very satisfied,117187,689
REV-0050557,2015-05-24,4,Works well,102804,1964
REV-0050558,2015-05-11,4,Works well,103506,967
REV-0050559,2015-06-04,3,Average product,105381,993
REV-0050560,2015-05-11,5,Very satisfied,88472,981
REV-0050561,2015-05-18,1,Would not recommend,90072,759
REV-0050562,2015-06-08,5,Great quality,92171,981
REV-0050563,2015-05-10,5,Highly recommend,117998,491
REV-0050564,2015-05-28,5,Great quality,118241,981
REV-0050565,2015-06-04,5,Excellent product!,118595,2054
REV-0050566,2015-06-03,4,Works well,118815,955
REV-0050567,2015-05-30,4,Happy with purchase,119220,2056
REV-0050568,2015-05-05,3,"Decent, nothing special",118847,648
REV-0050569,2015-05-28,3,"Decent, nothing special",119695,989
REV-0050571,2015-05-27,2,Would not reorder,47252,193
REV-0050573,2015-05-23,5,Great quality,83020,2080
REV-0050575,2015-05-17,5,Great quality,83068,762
REV-0050576,2015-05-21,3,"Decent, nothing special",83068,793
REV-0050577,2015-05-30,3,"Decent, nothing special",83253,2054
REV-0050581,2015-05-11,4,Works well,96968,2236
REV-0050582,2015-06-05,3,"Decent, nothing special",96968,2237
REV-0050583,2015-05-13,4,Happy with purchase,97235,791
REV-0050584,2015-06-02,5,Excellent product!,85947,907
REV-0050585,2015-05-25,4,Solid choice,81292,604
REV-0050588,2015-05-13,5,Very satisfied,82382,2053
REV-0050590,2015-05-29,4,Works well,79795,791
REV-0050591,2015-05-19,4,Solid choice,79796,792
REV-0050592,2015-05-09,5,Very satisfied,79941,2073
REV-0050595,2015-05-28,2,Below expectations,97645,2215
REV-0050596,2015-05-24,2,Some issues,97650,793
REV-0050597,2015-06-01,5,Great quality,93744,2055
REV-0050599,2015-06-03,3,"Decent, nothing special",124408,115
REV-0050600,2015-05-13,4,Works well,124517,1916
REV-0050602,2015-05-29,4,Works well,124539,989
REV-0050605,2015-05-13,3,Average product,122870,2058
REV-0050606,2015-05-28,3,"Decent, nothing special",125132,989
REV-0050607,2015-05-28,5,Very satisfied,125608,2359
REV-0050608,2015-06-01,1,Very disappointed,128286,2054
REV-0050609,2015-06-04,4,Works well,128613,993
REV-0050610,2015-05-14,5,Very satisfied,128622,1436
REV-0050614,2015-05-31,4,Good overall,146651,927
REV-0050617,2015-05-15,4,Happy with purchase,107212,2053
REV-0050619,2015-06-02,2,Below expectations,107856,2336
REV-0050620,2015-05-16,4,Good overall,107862,736
REV-0050621,2015-05-16,5,Very satisfied,108482,432
REV-0050622,2015-05-27,3,"Decent, nothing special",108720,2112
REV-0050623,2015-05-28,3,Mixed feelings,108842,2092
REV-0050624,2015-05-16,4,Good overall,106734,2092
REV-0050625,2015-05-10,4,Happy with purchase,87236,2054
REV-0050626,2015-05-31,3,Mixed feelings,106907,763
REV-0050627,2015-05-10,1,Very disappointed,155256,735
REV-0050628,2015-05-20,4,Happy with purchase,155330,2236
REV-0050629,2015-06-05,4,Good overall,155330,2237
REV-0050631,2015-05-21,5,Very satisfied,155864,1982
REV-0050632,2015-05-14,5,Great quality,154008,759
REV-0050633,2015-05-29,4,Happy with purchase,154323,2236
REV-0050634,2015-06-04,4,Happy with purchase,154460,792
REV-0050635,2015-06-04,5,Highly recommend,143049,2090
REV-0050637,2015-06-04,5,Very satisfied,143297,735
REV-0050638,2015-06-01,3,"Decent, nothing special",143297,736
REV-0050639,2015-06-03,4,Good overall,143782,2354
REV-0050641,2015-05-24,5,Very satisfied,140595,762
REV-0050642,2015-05-21,5,Very satisfied,140654,1989
REV-0050643,2015-05-13,4,Happy with purchase,140683,791
REV-0050644,2015-05-15,5,Great quality,140721,2045
REV-0050645,2015-05-29,4,Happy with purchase,140738,1920
REV-0050646,2015-05-26,5,Great quality,141138,792
REV-0050648,2015-05-14,4,Works well,138088,733
REV-0050649,2015-05-29,4,Works well,138088,735
REV-0050650,2015-05-21,5,Excellent product!,138167,1981
REV-0050651,2015-05-26,4,Good overall,138560,1942
REV-0050652,2015-05-21,4,Solid choice,138664,2380
REV-0050653,2015-05-23,4,Good overall,141399,2332
REV-0050654,2015-05-30,5,Highly recommend,141452,992
REV-0050655,2015-05-16,5,Very satisfied,141527,2327
REV-0050656,2015-05-23,4,Solid choice,141544,1001
REV-0050657,2015-05-18,3,"Decent, nothing special",141595,989
REV-0050658,2015-05-15,3,"Decent, nothing special",141686,604
REV-0050659,2015-05-11,5,Very satisfied,139187,2331
REV-0050662,2015-05-27,2,Some issues,141900,657
REV-0050663,2015-06-08,5,Excellent product!,139343,2332
REV-0050664,2015-05-29,5,Great quality,142174,510
REV-0050665,2015-06-01,4,Good overall,139570,2237
REV-0050666,2015-06-04,5,Excellent product!,132589,2381
REV-0050667,2015-05-04,3,Average product,132594,2379
REV-0050669,2015-05-31,5,Very satisfied,135602,733
REV-0050670,2015-05-21,1,Not as described,135631,1920
REV-0050673,2015-05-22,5,Very satisfied,147317,967
REV-0050674,2015-05-14,3,Average product,150510,2219
REV-0050675,2015-05-19,5,Excellent product!,148564,2064
REV-0050676,2015-05-10,5,Very satisfied,148916,895
REV-0050677,2015-06-06,5,Highly recommend,148936,690
REV-0050678,2015-05-16,4,Works well,149153,546
REV-0050679,2015-05-30,4,Works well,149303,163
REV-0050680,2015-05-31,3,Average product,149640,734
REV-0050681,2015-05-23,2,Below expectations,149929,759
REV-0050682,2015-06-07,5,Very satisfied,150260,2239
REV-0050683,2015-05-28,5,Highly recommend,152848,778
REV-0050685,2015-06-02,4,Happy with purchase,153630,2045
REV-0050687,2015-05-18,4,Works well,148387,689
REV-0050688,2015-05-21,4,Solid choice,137600,671
REV-0050689,2015-05-28,5,Very satisfied,138895,1817
REV-0050690,2015-05-17,4,Good overall,147686,690
REV-0050692,2015-05-26,3,Average product,41354,1232
REV-0050693,2015-06-05,5,Highly recommend,41384,1143
REV-0050694,2015-05-30,1,Not as described,11234,2332
REV-0050696,2015-05-31,4,Good overall,15198,1182
REV-0050698,2015-05-26,1,Not as described,15759,2237
REV-0050699,2015-06-01,5,Great quality,1649,1203
REV-0050701,2015-06-03,4,Good overall,850,572
REV-0050702,2015-05-24,4,Happy with purchase,48308,1203
REV-0050704,2015-05-29,5,Great quality,67608,433
REV-0050705,2015-05-25,3,Mixed feelings,72269,1086
REV-0050706,2015-05-25,4,Good overall,49761,1187
REV-0050708,2015-05-19,4,Works well,54645,1182
REV-0050709,2015-05-15,1,Very disappointed,21611,1088
REV-0050710,2015-06-08,5,Highly recommend,22441,1165
REV-0050711,2015-05-15,4,Good overall,19307,1095
REV-0050714,2015-06-05,5,Highly recommend,73867,763
REV-0050715,2015-05-26,4,Works well,74734,1085
REV-0050716,2015-06-03,5,Excellent product!,46268,2054
REV-0050717,2015-05-14,5,Great quality,34813,475
REV-0050718,2015-05-16,4,Happy with purchase,34969,2058
REV-0050719,2015-05-16,3,Average product,35239,2218
REV-0050720,2015-05-23,4,Solid choice,29833,1191
REV-0050721,2015-05-09,4,Solid choice,30054,1187
REV-0050722,2015-05-30,5,Great quality,30146,1098
REV-0050723,2015-06-04,5,Excellent product!,115496,499
REV-0050724,2015-05-22,5,Excellent product!,115553,433
REV-0050725,2015-06-07,3,Average product,116316,1187
REV-0050726,2015-06-06,4,Good overall,122588,1995
REV-0050727,2015-06-05,4,Works well,122610,2387
REV-0050728,2015-06-10,2,Some issues,123101,1144
REV-0050729,2015-05-26,1,Not as described,126446,690
REV-0050730,2015-05-13,4,Happy with purchase,107019,2396
REV-0050731,2015-06-03,5,Great quality,155705,1114
REV-0050732,2015-05-15,1,Poor quality,138106,2236
REV-0050734,2015-06-06,5,Highly recommend,139648,1123
REV-0050735,2015-05-29,4,Works well,132890,2380
REV-0050737,2015-05-10,4,Happy with purchase,133297,1165
REV-0050738,2015-06-01,2,Some issues,134201,185
REV-0050739,2015-05-19,3,Average product,134483,1143
REV-0050740,2015-05-11,5,Excellent product!,136221,1095
REV-0050742,2015-05-16,3,Average product,150487,1547
REV-0050743,2015-05-13,4,Good overall,150189,604
REV-0050744,2015-05-17,2,Some issues,153041,1909
REV-0050745,2015-05-27,1,Would not recommend,40331,432
REV-0050747,2015-06-01,5,Highly recommend,10631,542
REV-0050748,2015-05-22,3,Average product,11316,2334
REV-0050749,2015-05-27,3,Mixed feelings,11880,1181
REV-0050750,2015-05-21,4,Good overall,9286,1935
REV-0050751,2015-06-08,4,Good overall,5415,2192
REV-0050752,2015-06-01,3,Average product,7944,2213
REV-0050753,2015-06-06,5,Highly recommend,43859,605
REV-0050754,2015-05-27,5,Very satisfied,44181,580
REV-0050755,2015-05-21,4,Good overall,45038,1187
REV-0050756,2015-05-10,3,Average product,60258,396
REV-0050757,2015-05-19,4,Works well,63366,475
REV-0050758,2015-06-07,5,Great quality,54559,475
REV-0050759,2015-05-10,1,Not as described,54594,475
REV-0050760,2015-06-07,4,Solid choice,71833,927
REV-0050761,2015-06-01,5,Highly recommend,53670,510
REV-0050763,2015-05-18,1,Not as described,46591,2058
REV-0050764,2015-05-29,3,Average product,27117,2387
REV-0050765,2015-05-25,4,Good overall,28633,2284
REV-0050766,2015-06-10,3,Average product,35021,605
REV-0050767,2015-05-15,1,Not as described,112401,644
REV-0050769,2015-06-09,4,Solid choice,103106,432
REV-0050770,2015-06-09,5,Very satisfied,89764,499
REV-0050771,2015-06-07,4,Happy with purchase,117616,792
REV-0050772,2015-06-07,4,Good overall,117856,1232
REV-0050773,2015-05-23,5,Great quality,83192,1053
REV-0050774,2015-05-22,4,Works well,101066,794
REV-0050775,2015-05-25,5,Great quality,79912,163
REV-0050776,2015-06-01,2,Some issues,79911,163
REV-0050777,2015-05-14,5,Excellent product!,124407,1187
REV-0050778,2015-05-27,4,Happy with purchase,127618,2255
REV-0050779,2015-06-02,4,Works well,109274,2331
REV-0050781,2015-06-06,5,Highly recommend,144296,644
REV-0050782,2015-05-28,4,Happy with purchase,144864,2269
REV-0050783,2015-05-20,4,Works well,145544,396
REV-0050786,2015-05-23,5,Great quality,138892,467
REV-0050787,2015-05-24,5,Excellent product!,138912,791
REV-0050788,2015-06-09,5,Highly recommend,57791,467
REV-0050789,2015-05-21,3,Mixed feelings,41397,534
REV-0050790,2015-05-18,5,Excellent product!,1880,993
REV-0050792,2015-05-12,5,Great quality,6956,396
REV-0050793,2015-05-20,5,Highly recommend,68678,2045
REV-0050794,2015-06-13,5,Great quality,38732,647
REV-0050796,2015-05-17,5,Very satisfied,21463,1213
REV-0050799,2015-05-18,5,Excellent product!,19151,1116
REV-0050800,2015-05-29,4,Solid choice,53564,2332
REV-0050801,2015-05-24,5,Highly recommend,31242,2071
REV-0050802,2015-06-01,2,Some issues,115322,432
REV-0050803,2015-05-18,4,Happy with purchase,116730,690
REV-0050804,2015-05-19,5,Very satisfied,103005,657
REV-0050805,2015-05-31,4,Good overall,105408,635
REV-0050807,2015-05-25,5,Very satisfied,117647,622
REV-0050808,2015-05-28,5,Very satisfied,117737,641
REV-0050809,2015-05-28,3,Average product,118860,1892
REV-0050812,2015-06-06,3,"Decent, nothing special",78552,2359
REV-0050813,2015-05-19,5,Great quality,124138,605
REV-0050814,2015-06-11,4,Good overall,131626,763
REV-0050815,2015-05-12,2,Some issues,155880,2275
REV-0050816,2015-05-24,4,Works well,154028,1053
REV-0050817,2015-05-24,5,Excellent product!,144207,2169
REV-0050818,2015-06-08,5,Excellent product!,141036,2331
REV-0050819,2015-05-17,3,Average product,139051,791
REV-0050820,2015-05-19,3,"Decent, nothing special",132518,762
REV-0050821,2015-05-12,5,Great quality,132519,761
REV-0050823,2015-05-29,5,Very satisfied,133293,375
REV-0050824,2015-05-26,4,Works well,135801,432
REV-0050825,2015-05-20,5,Very satisfied,146901,242
REV-0050827,2015-05-20,2,Below expectations,58736,1892
REV-0050828,2015-05-17,4,Works well,58881,2387
REV-0050829,2015-06-05,5,Excellent product!,59016,641
REV-0050831,2015-05-22,3,Mixed feelings,56205,604
REV-0050834,2015-06-04,3,Mixed feelings,42948,927
REV-0050835,2015-05-20,5,Highly recommend,43234,1165
REV-0050840,2015-06-10,4,Good overall,67711,609
REV-0050841,2015-05-20,5,Great quality,39470,690
REV-0050843,2015-06-10,5,Great quality,61312,1435
REV-0050844,2015-05-29,5,Highly recommend,52167,2239
REV-0050845,2015-06-03,5,Great quality,52163,684
REV-0050846,2015-05-12,4,Happy with purchase,62522,1326
REV-0050847,2015-05-13,3,Average product,62537,574
REV-0050848,2015-05-31,4,Happy with purchase,63808,1006
REV-0050849,2015-06-07,3,Mixed feelings,54017,1934
REV-0050850,2015-05-22,3,Mixed feelings,54042,604
REV-0050854,2015-06-10,5,Excellent product!,26310,735
REV-0050855,2015-05-27,4,Solid choice,28429,604
REV-0050856,2015-06-08,4,Happy with purchase,28495,1490
REV-0050857,2015-06-01,2,Below expectations,30407,927
REV-0050859,2015-05-16,4,Works well,111359,2212
REV-0050861,2015-06-07,3,Mixed feelings,116119,777
REV-0050862,2015-06-01,5,Highly recommend,105221,955
REV-0050864,2015-05-27,5,Highly recommend,117792,1229
REV-0050865,2015-05-25,3,Mixed feelings,94697,635
REV-0050866,2015-06-04,4,Good overall,79117,1217
REV-0050868,2015-05-27,5,Very satisfied,127149,1009
REV-0050869,2015-06-11,2,Would not reorder,127155,559
REV-0050870,2015-06-09,3,"Decent, nothing special",107496,2215
REV-0050871,2015-05-21,2,Would not reorder,146314,499
REV-0050872,2015-06-08,5,Great quality,154030,422
REV-0050873,2015-06-04,5,Very satisfied,137753,1144
REV-0050874,2015-05-25,5,Great quality,138665,966
REV-0050875,2015-05-27,5,Highly recommend,138913,635
REV-0050876,2015-05-17,5,Excellent product!,134778,2396
REV-0050877,2015-05-30,5,Excellent product!,136339,2263
REV-0050878,2015-06-13,5,Great quality,59882,2391
REV-0050879,2015-06-13,1,Very disappointed,56759,993
REV-0050880,2015-05-23,4,Works well,42307,826
REV-0050882,2015-06-04,3,Mixed feelings,12143,2359
REV-0050883,2015-05-31,2,Would not reorder,13701,648
REV-0050884,2015-06-05,1,Not as described,15402,635
REV-0050885,2015-06-12,5,Great quality,9786,1006
REV-0050886,2015-05-14,5,Very satisfied,1787,977
REV-0050887,2015-05-30,5,Great quality,2846,1094
REV-0050889,2015-05-31,4,Happy with purchase,8285,1203
REV-0050890,2015-05-29,5,Highly recommend,44279,689
REV-0050892,2015-06-03,2,Would not reorder,68626,1006
REV-0050893,2015-06-05,1,Poor quality,50881,1191
REV-0050894,2015-05-18,4,Works well,54566,2054
REV-0050895,2015-05-22,5,Highly recommend,61461,1884
REV-0050896,2015-06-01,5,Great quality,55308,1230
REV-0050899,2015-05-20,4,Solid choice,17792,927
REV-0050900,2015-06-08,5,Excellent product!,18460,1217
REV-0050901,2015-06-02,2,Below expectations,19375,1964
REV-0050903,2015-05-16,5,Excellent product!,75444,2055
REV-0050904,2015-05-25,5,Highly recommend,77554,1182
REV-0050905,2015-06-01,4,Happy with purchase,27764,1884
REV-0050906,2015-05-27,5,Very satisfied,24949,2284
REV-0050907,2015-06-07,2,Would not reorder,113506,683
REV-0050908,2015-05-21,4,Happy with purchase,115878,1895
REV-0050910,2015-05-22,5,Excellent product!,91653,782
REV-0050911,2015-06-02,5,Excellent product!,157316,2280
REV-0050913,2015-05-30,5,Highly recommend,95984,1213
REV-0050914,2015-05-13,3,Average product,125275,1124
REV-0050917,2015-05-18,3,Average product,107271,2236
REV-0050918,2015-05-17,4,Solid choice,108636,2359
REV-0050919,2015-05-31,5,Highly recommend,140809,185
REV-0050920,2015-06-07,2,Some issues,135487,2269
REV-0050921,2015-05-22,3,Average product,133472,1165
REV-0050922,2015-05-18,5,Highly recommend,135452,927
REV-0050923,2015-05-18,5,Highly recommend,137449,735
REV-0050924,2015-05-31,2,Would not reorder,136672,595
REV-0050925,2015-06-03,4,Solid choice,146694,1884
REV-0050926,2015-06-15,4,Happy with purchase,149206,1915
REV-0050928,2015-05-16,4,Good overall,153748,759
REV-0050929,2015-05-27,3,"Decent, nothing special",58971,600
REV-0050930,2015-06-15,4,Works well,41189,609
REV-0050932,2015-06-08,4,Happy with purchase,2127,418
